payment_unique_id,order_id,payment_method,amount,transaction_status,source_store
c8ffe9a587b126f152ed3d89a146b445,124,Credit Card,39.02,Completed,old store
3def184ad8f4755ff269862ea77393dd,125,Credit Card,966.5,Completed,old store
069059b7ef840f0c74a814ec9237b6ec,126,Credit Card,9.11,Completed,old store
ec5decca5ed3d6b8079e2e7e7bacc9f2,127,Credit Card,208.35,Completed,old store
76dc611d6ebaafc66cc0879c71b5db5c,128,Credit Card,568.48,Completed,old store
d1f491a404d6854880943e5c3cd9ca25,129,Credit Card,741.87,Completed,old store
9b8619251a19057cff70779273e95aa6,130,Credit Card,4.32,Completed,old store
1afa34a7f984eeabdbb0a7d494132ee5,131,Credit Card,352.56,Completed,old store
65ded5353c5ee48d0b7d48c591b8f430,132,Credit Card,3.73,Completed,old store
9fc3d7152ba9336a670e36d0ed79bc43,133,Credit Card,753.84,Completed,old store
02522a2b2726fb0a03bb19f2d8d9524d,134,Credit Card,8.17,Completed,old store
7f1de29e6da19d22b51c68001e7e0e54,135,Credit Card,303.48,Completed,old store
42a0e188f5033bc65bf8d78622277c4e,136,Credit Card,239.5,Completed,old store
3988c7f88ebcb58c6ce932b957b6f332,137,Credit Card,131.8,Completed,old store
013d407166ec4fa56eb1e1f8cbe183b9,138,Credit Card,742.86,Completed,old store
e00da03b685a0dd18fb6a08af0923de0,139,Credit Card,934.6,Completed,old store
1385974ed5904a438616ff7bdb3f7439,140,Credit Card,481.74,Completed,old store
0f28b5d49b3020afeecd95b4009adf4c,141,Credit Card,485.24,Completed,old store
a8baa56554f96369ab93e4f3bb068c22,142,Credit Card,347.58,Completed,old store
903ce9225fca3e988c2af215d4e544d3,143,Credit Card,947.5,Completed,old store
0a09c8844ba8f0936c20bd791130d6b6,144,Credit Card,237.1,Completed,old store
2b24d495052a8ce66358eb576b8912c8,145,Credit Card,722.7,Completed,old store
a5e00132373a7031000fd987a3c9f87b,146,Credit Card,20.76,Completed,old store
8d5e957f297893487bd98fa830fa6413,147,Credit Card,31.62,Completed,old store
47d1e990583c9c67424d369f3414728e,148,Credit Card,914.4,Completed,old store
f2217062e9a397a1dca429e7d70bc6ca,149,Credit Card,624.88,Completed,old store
7ef605fc8dba5425d6965fbd4c8fbe1f,150,Credit Card,628.48,Completed,old store
a8f15eda80c50adb0e71943adc8015cf,151,Credit Card,982.4,Completed,old store
37a749d808e46495a8da1e5352d03cae,152,Credit Card,725.13,Completed,old store
b3e3e393c77e35a4a3f3cbd1e429b5dc,153,Credit Card,753.03,Completed,old store
1d7f7abc18fcb43975065399b0d1e48e,154,Credit Card,38.96,Completed,old store
2a79ea27c279e471f4d180b08d62b00a,155,Credit Card,976.0,Completed,old store
1c9ac0159c94d8d0cbedc973445af2da,156,Credit Card,976.1,Completed,old store
6c4b761a28b734fe93831e3fb400ce87,157,Credit Card,486.64,Completed,old store
06409663226af2f3114485aa4e0a23b4,158,Credit Card,33.38,Completed,old store
140f6969d5213fd0ece03148e62e461e,159,Credit Card,26.02,Completed,old store
b73ce398c39f506af761d2277d853a92,160,Credit Card,239.95,Completed,old store
bd4c9ab730f5513206b999ec0d90d1fb,161,Credit Card,486.08,Completed,old store
82aa4b0af34c2313a562076992e50aa3,162,Credit Card,9.9,Completed,old store
0777d5c17d4066b82ab86dff8a46af6f,163,Credit Card,961.2,Completed,old store
fa7cdfad1a5aaf8370ebeda47a1ff1c3,164,Credit Card,37.56,Completed,old store
9766527f2b5d3e95d4a733fcfb77bd7e,165,Credit Card,935.9,Completed,old store
7e7757b1e12abcb736ab9a754ffb617a,166,Credit Card,27.66,Completed,old store
5878a7ab84fb43402106c575658472fa,167,Credit Card,152.8,Completed,old store
006f52e9102a8d3be2fe5614f42ba989,168,Credit Card,773.1,Completed,old store
3636638817772e42b59d74cff571fbb3,169,Credit Card,135.8,Completed,old store
149e9677a5989fd342ae44213df68868,170,Credit Card,789.39,Completed,old store
a4a042cf4fd6bfb47701cbc8a1653ada,171,Credit Card,984.2,Completed,old store
1ff8a7b5dc7a7d1f0ed65aaa29c04b1e,172,Credit Card,4.87,Completed,old store
f7e6c85504ce6e82442c770f7c8606f0,173,Credit Card,431.13,Completed,old store
bf8229696f7a3bb4700cfddef19fa23f,174,Credit Card,736.92,Completed,old store
82161242827b703e6acf9c726942a1e4,175,Credit Card,32.9,Completed,old store
38af86134b65d0f10fe33d30dd76442e,176,Credit Card,86.19,Completed,old store
96da2f590cd7246bbde0051047b0d6f7,177,Credit Card,756.63,Completed,old store
8f85517967795eeef66c225f7883bdcb,178,Credit Card,333.48,Completed,old store
8f53295a73878494e9bc8dd6c3c7104f,179,Credit Card,765.63,Completed,old store
045117b0e0a11a242b9765e79cbf113f,180,Credit Card,435.19,Completed,old store
fc221309746013ac554571fbd180e1c8,181,Credit Card,428.33,Completed,old store
4c5bde74a8f110656874902f07378009,182,Credit Card,65.46,Completed,old store
cedebb6e872f539bef8c3f919874e9d7,183,Credit Card,935.7,Completed,old store
6cdd60ea0045eb7a6ec44c54d29ed402,184,Credit Card,215.15,Completed,old store
eecca5b6365d9607ee5a9d336962c534,185,Credit Card,4.63,Completed,old store
9872ed9fc22fc182d371c3e9ed316094,186,Credit Card,38.88,Completed,old store
31fefc0e570cb3860f2a6d4b38c6490d,187,Credit Card,584.56,Completed,old store
9dcb88e0137649590b755372b040afad,188,Credit Card,599.44,Completed,old store
a2557a7b2e94197ff767970b67041697,189,Credit Card,622.0,Completed,old store
cfecdb276f634854f3ef915e2e980c31,190,Credit Card,31.14,Completed,old store
0aa1883c6411f7873cb83dacb17b0afc,191,Credit Card,1.96,Completed,old store
58a2fc6ed39fd083f55d4182bf88826d,192,Credit Card,782.01,Completed,old store
bd686fd640be98efaae0091fa301e613,193,Credit Card,597.2,Completed,old store
a597e50502f5ff68e3e25b9114205d4a,194,Credit Card,64.71,Completed,old store
0336dcbab05b9d5ad24f4333c7658a0e,195,Credit Card,459.48,Completed,old store
084b6fbb10729ed4da8c3d3f5a3ae7c9,196,Credit Card,85.29,Completed,old store
85d8ce590ad8981ca2c8286f79f59954,197,Credit Card,153.36,Completed,old store
0e65972dce68dad4d52d063967f0a705,198,Credit Card,486.57,Completed,old store
84d9ee44e457ddef7f2c4f25dc8fa865,199,Credit Card,202.0,Completed,old store
3644a684f98ea8fe223c713b77189a77,200,Credit Card,736.29,Completed,old store
757b505cfd34c64c85ca5b5690ee5293,201,Credit Card,797.49,Completed,old store
854d6fae5ee42911677c739ee1734486,202,Credit Card,614.48,Completed,old store
e2c0be24560d78c5e599c2a9c9d0bbd2,203,Credit Card,993.4,Completed,old store
274ad4786c3abca69fa097b85867d9a4,204,Credit Card,311.58,Completed,old store
eae27d77ca20db309e056e3d2dcd7d69,205,Credit Card,21.54,Completed,old store
7eabe3a1649ffa2b3ff8c02ebfd5659f,206,Credit Card,321.6,Completed,old store
69adc1e107f7f7d035d7baf04342e1ca,207,Credit Card,327.9,Completed,old store
091d584fced301b442654dd8c23b3fc9,208,Credit Card,39.4,Completed,old store
b1d10e7bafa4421218a51b1e1f1b0ba2,209,Credit Card,729.9,Completed,old store
6f3ef77ac0e3619e98159e9b6febf557,210,Credit Card,6.76,Completed,old store
eb163727917cbba1eea208541a643e74,211,Credit Card,473.83,Completed,old store
1534b76d325a8f591b52d302e7181331,212,Credit Card,0.85,Completed,old store
979d472a84804b9f647bc185a877a8b5,213,Credit Card,338.64,Completed,old store
ca46c1b9512a7a8315fa3c5a946e8265,214,Credit Card,955.1,Completed,old store
3b8a614226a953a8cd9526fca6fe9ba5,215,Credit Card,721.71,Completed,old store
45fbc6d3e05ebd93369ce542e8f2322d,216,Credit Card,234.5,Completed,old store
63dc7ed1010d3c3b8269faf0ba7491d4,217,Credit Card,222.2,Completed,old store
e96ed478dab8595a7dbda4cbcbee168f,218,Credit Card,425.95,Completed,old store
c0e190d8267e36708f955d7ab048990d,219,Credit Card,123.88,Completed,old store
ec8ce6abb3e952a85b8551ba726a1227,220,Credit Card,235.9,Completed,old store
060ad92489947d410d897474079c1477,221,Credit Card,84.0,Completed,old store
bcbe3365e6ac95ea2c0343a2395834dd,222,Credit Card,420.14,Completed,old store
115f89503138416a242f40fb7d7f338e,223,Credit Card,591.28,Completed,old store
13fe9d84310e77f13a6d184dbf1232f3,224,Credit Card,38.38,Completed,old store
d1c38a09acc34845c6be3a127a5aacaf,225,Credit Card,574.24,Completed,old store
9cfdf10e8fc047a44b08ed031e1f0ed1,226,Credit Card,221.35,Completed,old store
705f2172834666788607efbfca35afb3,227,Credit Card,34.94,Completed,old store
74db120f0a8e5646ef5a30154e9f6deb,228,Credit Card,34.46,Completed,old store
57aeee35c98205091e18d1140e9f38cf,229,Credit Card,4.61,Completed,old store
6da9003b743b65f4c0ccd295cc484e57,230,Credit Card,7.53,Completed,old store
9b04d152845ec0a378394003c96da594,231,Credit Card,976.6,Completed,old store
be83ab3ecd0db773eb2dc1b0a17836a1,232,Credit Card,322.02,Completed,old store
e165421110ba03099a1c0393373c5b43,233,Credit Card,62.67,Completed,old store
289dff07669d7a23de0ef88d2f7129e7,234,Credit Card,794.43,Completed,old store
577ef1154f3240ad5b9b413aa7346a1e,235,Credit Card,328.86,Completed,old store
01161aaa0b6d1345dd8fe4e481144d84,236,Credit Card,214.75,Completed,old store
539fd53b59e3bb12d203f45a912eeaf2,237,Credit Card,86.88,Completed,old store
ac1dd209cbcc5e5d1c6e28598e8cbbe8,238,Credit Card,775.17,Completed,old store
555d6702c950ecb729a966504af0a635,239,Credit Card,457.94,Completed,old store
335f5352088d7d9bf74191e006d8e24c,240,Credit Card,79.95,Completed,old store
f340f1b1f65b6df5b5e3f94d95b11daf,241,Credit Card,456.82,Completed,old store
e4a6222cdb5b34375400904f03d8e6a5,242,Credit Card,797.4,Completed,old store
cb70ab375662576bd1ac5aaf16b3fca4,243,Credit Card,435.33,Completed,old store
9188905e74c28e489b44e954ec0b9bca,244,Credit Card,735.93,Completed,old store
0266e33d3f546cb5436a10798e657d97,245,Credit Card,607.44,Completed,old store
38db3aed920cf82ab059bfccbd02be6a,246,Credit Card,231.1,Completed,old store
3cec07e9ba5f5bb252d13f5f431e4bbb,247,Credit Card,222.1,Completed,old store
621bf66ddb7c962aa0d22ac97d69b793,248,Credit Card,153.2,Completed,old store
077e29b11be80ab57e1a2ecabb7da330,249,Credit Card,965.3,Completed,old store
6c9882bbac1c7093bd25041881277658,250,Credit Card,3.55,Completed,old store
19f3cd308f1455b3fa09a282e0d496f4,251,Credit Card,631.92,Completed,old store
03c6b06952c750899bb03d998e631860,252,Credit Card,300.54,Completed,old store
c24cd76e1ce41366a4bbe8a49b02a028,253,Credit Card,999.2,Completed,old store
c52f1bd66cc19d05628bd8bf27af3ad6,254,Credit Card,135.76,Completed,old store
fe131d7f5a6b38b23cc967316c13dae2,255,Credit Card,21.3,Completed,old store
f718499c1c8cef6730f9fd03c8125cab,256,Credit Card,435.4,Completed,old store
d96409bf894217686ba124d7356686c9,257,Credit Card,211.75,Completed,old store
502e4a16930e414107ee22b6198c578f,258,Credit Card,66.51,Completed,old store
cfa0860e83a4c3a763a7e62d825349f7,259,Credit Card,247.6,Completed,old store
a4f23670e1833f3fdb077ca70bbd5d66,260,Credit Card,9.53,Completed,old store
b1a59b315fc9a3002ce38bbe070ec3f5,261,Credit Card,35.58,Completed,old store
36660e59856b4de58a219bcf4e27eba3,262,Credit Card,21.44,Completed,old store
8c19f571e251e61cb8dd3612f26d5ecf,263,Credit Card,149.12,Completed,old store
d6baf65e0b240ce177cf70da146c8dc8,264,Credit Card,157.52,Completed,old store
e56954b4f6347e897f954495eab16a88,265,Credit Card,86.76,Completed,old store
f7664060cc52bc6f3d620bcedc94a4b6,266,Credit Card,0.55,Completed,old store
eda80a3d5b344bc40f3bc04f65b7a357,267,Credit Card,121.36,Completed,old store
8f121ce07d74717e0b1f21d122e04521,268,Credit Card,38.96,Completed,old store
06138bc5af6023646ede0e1f7c1eac75,269,Credit Card,2.61,Completed,old store
39059724f73a9969845dfe4146c5660e,270,Credit Card,331.98,Completed,old store
7f100b7b36092fb9b06dfb4fac360931,271,Credit Card,4.29,Completed,old store
7a614fd06c325499f1680b9896beedeb,272,Credit Card,241.45,Completed,old store
4734ba6f3de83d861c3176a6273cac6d,273,Credit Card,142.0,Completed,old store
d947bf06a885db0d477d707121934ff8,274,Credit Card,31.96,Completed,old store
63923f49e5241343aa7acb6a06a751e7,275,Credit Card,304.08,Completed,old store
db8e1af0cb3aca1ae2d0018624204529,276,Credit Card,146.04,Completed,old store
20f07591c6fcb220ffe637cda29bb3f6,277,Credit Card,613.84,Completed,old store
07cdfd23373b17c6b337251c22b7ea57,278,Credit Card,6.4,Completed,old store
d395771085aab05244a4fb8fd91bf4ee,279,Credit Card,25.04,Completed,old store
92c8c96e4c37100777c7190b76d28233,280,Credit Card,995.3,Completed,old store
e3796ae838835da0b6f6ea37bcf8bcb7,281,Credit Card,83.7,Completed,old store
6a9aeddfc689c1d0e3b9ccc3ab651bc5,282,Credit Card,730.89,Completed,old store
0f49c89d1e7298bb9930789c8ed59d48,283,Credit Card,311.16,Completed,old store
46ba9f2a6976570b0353203ec4474217,284,Credit Card,993.1,Completed,old store
0e01938fc48a2cfb5f2217fbfb00722d,285,Credit Card,967.7,Completed,old store
16a5cdae362b8d27a1d8f8c7b78b4330,286,Credit Card,343.38,Completed,old store
918317b57931b6b7a7d29490fe5ec9f9,287,Credit Card,729.81,Completed,old store
48aedb8880cab8c45637abc7493ecddd,288,Credit Card,2.49,Completed,old store
839ab46820b524afda05122893c2fe8e,289,Credit Card,212.45,Completed,old store
f90f2aca5c640289d0a29417bcb63a37,290,Credit Card,467.04,Completed,old store
9c838d2e45b2ad1094d42f4ef36764f6,291,Credit Card,915.1,Completed,old store
1700002963a49da13542e0726b7bb758,292,Credit Card,324.6,Completed,old store
53c3bce66e43be4f209556518c2fcb54,293,Credit Card,64.98,Completed,old store
6883966fd8f918a4aa29be29d2c386fb,294,Credit Card,23.88,Completed,old store
49182f81e6a13cf5eaa496d51fea6406,295,Credit Card,326.46,Completed,old store
d296c101daa88a51f6ca8cfc1ac79b50,296,Credit Card,63.18,Completed,old store
9fd81843ad7f202f26c1a174c7357585,297,Credit Card,933.2,Completed,old store
26e359e83860db1d11b6acca57d8ea88,298,Credit Card,80.28,Completed,old store
ef0d3930a7b6c95bd2b32ed45989c61f,299,Credit Card,620.48,Completed,old store
94f6d7e04a4d452035300f18b984988c,300,Credit Card,316.2,Completed,old store
34ed066df378efacc9b924ec161e7639,301,Credit Card,304.86,Completed,old store
577bcc914f9e55d5e4e4f82f9f00e7d4,302,Credit Card,610.48,Completed,old store
11b9842e0a271ff252c1903e7132cd68,303,Credit Card,724.14,Completed,old store
37bc2f75bf1bcfe8450a1a41c200364c,304,Credit Card,152.12,Completed,old store
496e05e1aea0a9c4655800e8a7b9ea28,305,Credit Card,744.03,Completed,old store
b2eb7349035754953b57a32e2841bda5,306,Credit Card,131.04,Completed,old store
8e98d81f8217304975ccb23337bb5761,307,Credit Card,36.12,Completed,old store
a8c88a0055f636e4a163a5e3d16adab7,308,Credit Card,756.9,Completed,old store
eddea82ad2755b24c4e168c5fc2ebd40,309,Credit Card,331.44,Completed,old store
06eb61b839a0cefee4967c67ccb099dc,310,Credit Card,230.1,Completed,old store
9dfcd5e558dfa04aaf37f137a1d9d3e5,311,Credit Card,590.8,Completed,old store
950a4152c2b4aa3ad78bdd6b366cc179,312,Credit Card,637.28,Completed,old store
158f3069a435b314a80bdcb024f8e422,313,Credit Card,604.56,Completed,old store
758874998f5bd0c393da094e1967a72b,314,Credit Card,344.16,Completed,old store
ad13a2a07ca4b7642959dc0c4c740ab6,315,Credit Card,605.76,Completed,old store
3fe94a002317b5f9259f82690aeea4cd,316,Credit Card,742.32,Completed,old store
5b8add2a5d98b1a652ea7fd72d942dac,317,Credit Card,138.68,Completed,old store
432aca3a1e345e339f35a30c8f65edce,318,Credit Card,226.55,Completed,old store
8d3bba7425e7c98c50f52ca1b52d3735,319,Credit Card,0.87,Completed,old store
320722549d1751cf3f247855f937b982,320,Credit Card,441.77,Completed,old store
caf1a3dfb505ffed0d024130f58c5cfa,321,Credit Card,65.67,Completed,old store
5737c6ec2e0716f3d8a7a5c4e0de0d9a,322,Credit Card,28.28,Completed,old store
bc6dc48b743dc5d013b1abaebd2faed2,323,Credit Card,147.52,Completed,old store
f2fc990265c712c49d51a18a32b39f0c,324,Credit Card,144.4,Completed,old store
89f0fd5c927d466d6ec9a21b9ac34ffa,325,Credit Card,304.5,Completed,old store
a666587afda6e89aec274a3657558a27,326,Credit Card,228.5,Completed,old store
b83aac23b9528732c23cc7352950e880,327,Credit Card,609.2,Completed,old store
cd00692c3bfe59267d5ecfac5310286c,328,Credit Card,219.7,Completed,old store
6faa8040da20ef399b63a72d0e4ab575,329,Credit Card,735.84,Completed,old store
fe73f687e5bc5280214e0486b273a5f9,330,Credit Card,332.1,Completed,old store
6da37dd3139aa4d9aa55b8d237ec5d4a,331,Credit Card,578.08,Completed,old store
c042f4db68f23406c6cecf84a7ebb0fe,332,Credit Card,465.99,Completed,old store
310dcbbf4cce62f762a2aaa148d556bd,333,Credit Card,77.55,Completed,old store
2f2b265625d76a6704b08093c652fd79,334,Credit Card,991.3,Completed,old store
f9b902fc3289af4dd08de5d1de54f68f,335,Credit Card,223.4,Completed,old store
6855456e2fe46a9d49d3d3af4f57443d,336,Credit Card,133.04,Completed,old store
357a6fdf7642bf815a88822c447d9dc4,337,Credit Card,145.36,Completed,old store
819f46e52c25763a55cc642422644317,338,Credit Card,2.08,Completed,old store
