unified_product_id,product_name,description,category,price,supplier_id,rating_rate,source_store,updated_at
0b5c07c34e3d85ea7850343275f92c52,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,9.53,510.0,,old store,
91ef264f13f478cdb73d7099e780b9ab,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,212.51,516.0,,old store,
7ab5ef298b3e13b71adf9046694f4336,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,549.23,520.0,,old store,
294b17b50fd2c58fcba0ebea1fa9ad69,Power Strip,This is a Power Strip in the category Electronics,Electronics,432.32,521.0,,old store,
e984a482b83633eea9de77d43cb799a2,Microphone,This is a Microphone in the category Electronics,Electronics,338.97,522.0,,old store,
1c8ffafeacc4167e086ff191874f51d7,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,785.1,525.0,,old store,
9bc3cc42ec485a34acd46dda57fe9623,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,917.21,526.0,,old store,
3b43acf358f9760bb24180fff8380ad6,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,125.24,527.0,,old store,
abfb612d2b5e5e8ac81d3370f89e0d7f,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,751.9,533.0,,old store,
b5fda8777cbc55544700e99c39bf4e94,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,889.87,538.0,,old store,
3ee9a194ccdb1596da0d693fa19def94,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,325.14,539.0,,old store,
98b18718bf1c8df2b1160bb2aa76c0c5,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,70.68,540.0,,old store,
b78f8bafeeb89c2d30bada24e9544946,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,956.18,541.0,,old store,
21bd81cea17e50c5b0a578de93f8057c,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,888.7,546.0,,old store,
66e406f9aa86c075bc194f3c39650af5,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,652.22,549.0,,old store,
e0fb2d7d6e886f5b6a134b327d867868,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,971.63,553.0,,old store,
2eb098a14c98eeb1c61b0aeb4ba510cf,External SSD,This is a External SSD in the category Electronics,Electronics,757.32,558.0,,old store,
6e3355f4095ac32c8eece189d159b526,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,633.82,559.0,,old store,
558d9ff0d2801dea0716ac81aae229a1,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,536.91,560.0,,old store,
882a48ac53b0060e5458d6c89df5e174,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,741.41,566.0,,old store,
cacb3aa1c4d34a239e7465713423ba35,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,290.93,570.0,,old store,
848beac072cd2d490d9773abfd37fadf,Power Strip,This is a Power Strip in the category Electronics,Electronics,132.95,571.0,,old store,
0dee930605366c9f8c9c7ac70322e70d,Microphone,This is a Microphone in the category Electronics,Electronics,750.34,572.0,,old store,
07a5566cdb0e5254c07fe9b5293b18d6,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,254.73,575.0,,old store,
5abcc5cf6f557f86ae154a6f2c2b72d8,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,534.78,576.0,,old store,
2ae8824e7444f304bb67e472af2a0683,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,881.44,577.0,,old store,
127a0bc4c6c40c376a2a2de12a39fee0,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,503.88,583.0,,old store,
bd3a455278b003e90eaa71a840d8eca5,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,116.99,588.0,,old store,
8b3eeb2313fb9abd0d75e0dc90c790f9,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,281.92,589.0,,old store,
af822d52b17c98e03a1419c98face27f,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,151.66,590.0,,old store,
4e70d71dfddf09cc3ffd3528d54b4d1c,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,850.85,591.0,,old store,
faa2628bc67f1ffa53efce594b9e670b,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,187.11,596.0,,old store,
00cd0ae89680414b7490a47aa29b6c11,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,809.75,599.0,,old store,
03df1308fa31492a7b54cb66fc380c0f,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,877.27,503.0,,old store,
c6121222bed0cbbd51bbd3553fca5c8b,External SSD,This is a External SSD in the category Electronics,Electronics,419.98,508.0,,old store,
87e9101e6c1be47394488566644b8693,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,955.8,509.0,,old store,
15d48edf0f2164f0ceee1258fa898f10,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,822.1,510.0,,old store,
0ca583ad1cbf90b39d2aa7264af2f1e8,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,908.76,516.0,,old store,
12dd6f5fbfb7715858a6d87f932dc4c7,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,26.5,520.0,,old store,
ef8d769b3ae206587cd26d019136170e,Power Strip,This is a Power Strip in the category Electronics,Electronics,657.51,521.0,,old store,
b01e6cb02b59d724d1484a18f6af68e0,Microphone,This is a Microphone in the category Electronics,Electronics,668.94,522.0,,old store,
8b6dca288bc7c32cfa093afa04d4e1d8,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,137.03,525.0,,old store,
cfc4efd859fec01e92f50e6f80664d07,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,828.05,526.0,,old store,
56f27e51664aa57f1c3d16500e972c27,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,583.51,527.0,,old store,
1a80313adb5cf8b4cce22c4e392b8641,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,767.58,533.0,,old store,
d0e56ed80431a5f2663f2e14768f0e31,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,61.99,538.0,,old store,
f07360b65d0622ee11f5a238b10cbd79,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,770.36,539.0,,old store,
7e8e9661e76f0e470f275634fa89be53,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,20.82,540.0,,old store,
13392ac8c70e183c7ab46ac962675ec0,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,245.0,541.0,,old store,
07e6f59b9a05479ae3d25b3010e2a2e9,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,80.42,546.0,,old store,
6baf47156bc6e440a5d2fc74f303cd9e,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,927.28,549.0,,old store,
80798063486f8b7a56f698f9ffec899b,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,323.45,553.0,,old store,
b20e928cf924df78c26a4e1a815d1dfc,External SSD,This is a External SSD in the category Electronics,Electronics,280.14,558.0,,old store,
df7fd6d3f55caf2cc18fadfe6eedbe95,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,346.63,559.0,,old store,
d5110a79c543534a25b5536259366e38,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,242.23,560.0,,old store,
1e5f6845909173f470db2d641ffead32,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,312.07,566.0,,old store,
5b3e523cadb5213d19837ca129fec04f,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,162.78,570.0,,old store,
62dbf1ee8493708f63b2cc4c8e200f63,Power Strip,This is a Power Strip in the category Electronics,Electronics,369.14,571.0,,old store,
332d7ea367d69ec35d82d32b710128ef,Microphone,This is a Microphone in the category Electronics,Electronics,963.83,572.0,,old store,
a74a0d09850daa2a86f5c75aa2926f1c,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,925.92,575.0,,old store,
30a9b8fea91595ebca2bc8e6e5c1762f,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,198.38,576.0,,old store,
e5d826c1f49f8c7b28f1aa7e86a9495d,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,9.85,577.0,,old store,
7876530ef8b1b765a826347a8e597500,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,476.05,583.0,,old store,
d4efc3c8f7da91bdac79537221a51af7,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,672.99,588.0,,old store,
a3ca7fb633182e96b67fd94958fdefaa,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,175.2,589.0,,old store,
570f9f345b2890594cad03e1de840b29,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,877.47,590.0,,old store,
cb639ee9bd759d471dc8ea610a215a9c,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,12.64,591.0,,old store,
8df742a62baa4a4317780d8396c377f6,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,590.9,596.0,,old store,
c0f73b153f07cce0f9976c18e008561f,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,589.03,599.0,,old store,
32601e9269a50a77d236bf4ea93d8b6a,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,378.57,503.0,,old store,
588be692163cd3e9df815442d6822bf2,External SSD,This is a External SSD in the category Electronics,Electronics,676.62,508.0,,old store,
c7c409e71b8912870d1b117cbf33ae60,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,864.9,509.0,,old store,
d080210205f738df7163183cad839c2b,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,434.43,510.0,,old store,
90e5aea4b146b768def7db5eea2658ba,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,461.62,516.0,,old store,
4a61d0bfb5192d64a7b262a01527f812,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,946.27,520.0,,old store,
2d65e451483908cc861ab28455f94c3d,Power Strip,This is a Power Strip in the category Electronics,Electronics,986.87,521.0,,old store,
bba90eed6e4f40e24958c54a7ced55f8,Microphone,This is a Microphone in the category Electronics,Electronics,427.01,522.0,,old store,
c911ecdabe491ae777646fb46450fb20,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,90.6,525.0,,old store,
8a46c03edeb95bdbd01a4ab6a9f919d5,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,797.75,526.0,,old store,
64fcffe3d6036dc4ecf86ca9d5a1a5b7,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,239.4,527.0,,old store,
e64881f4211d367b845a1b291679b088,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,4.59,533.0,,old store,
2d988944e02df4f79c0769037e1945bb,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,174.19,538.0,,old store,
a46ba6d836dd15df803a71153a51acd3,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,242.33,539.0,,old store,
7cac85518ecb50af19e92ef599a0696a,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,178.52,540.0,,old store,
5807efe57022e74970fda8ea5760f23f,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,267.48,541.0,,old store,
052b9b3cf3051ef3426de500cdc575f6,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,49.16,546.0,,old store,
4398d59976018e6cf35ab353bbb7b0db,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,768.97,549.0,,old store,
9a655d470b42a81cd440571994a6d08e,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,652.38,553.0,,old store,
3e2cb3385c1fad236cef1edd83d73db6,External SSD,This is a External SSD in the category Electronics,Electronics,606.53,558.0,,old store,
0b5c80c4721ffe98dd9b0ec56c5e3df0,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,796.95,559.0,,old store,
e416a78275ad1a207f6188a550c71a29,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,589.6,560.0,,old store,
1cbc10a02d0248ad2d834ffebdcfc732,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,136.29,566.0,,old store,
f3eb6c53e17c9224fa052cbd05a26002,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,384.95,570.0,,old store,
31f67a5037d363add1ef9df9912fe88b,Power Strip,This is a Power Strip in the category Electronics,Electronics,162.35,571.0,,old store,
c52f1cd9d180a4d7b4c652bb6451c723,Microphone,This is a Microphone in the category Electronics,Electronics,737.62,572.0,,old store,
c3dc9ec39779b6f3286739de837a6e06,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,490.32,575.0,,old store,
4f8fbfeb94b5e7dcee20548dc6b9abb2,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,242.49,576.0,,old store,
fecf744b14c4707e5b9f135e6b2c572e,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,474.2,577.0,,old store,
0327c862a547f671f988761a24fd44e0,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,122.74,583.0,,old store,
a0382a4f4a990b2616efa1d6886a0b37,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,713.28,588.0,,old store,
e4c2015a3e69a96112e040a7ff08f408,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,834.15,589.0,,old store,
da4ab86127eb6d3c205ce77388685efd,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,995.61,590.0,,old store,
a7ebed127b8dfa0c9a47721688236ff6,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,766.73,591.0,,old store,
0602b392ac7782e37864d77c62a612c2,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,505.38,596.0,,old store,
a92f2a2e03c688817d254891aa721801,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,313.83,599.0,,old store,
f57e9415d13279e2d2661821ddd0429f,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,293.65,503.0,,old store,
4ab429a2f4bf5dda6cc2620642767e37,External SSD,This is a External SSD in the category Electronics,Electronics,453.95,508.0,,old store,
eea74487707e259324ab5bf3c923e516,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,891.41,509.0,,old store,
ca3692e6e5e37f7ea7fe48de033bcb64,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,186.58,510.0,,old store,
626b367dabf828495b0776393d9f93ef,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,545.62,516.0,,old store,
e8fe4f2aeb6260bca52aa31d07a92629,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,560.83,520.0,,old store,
bf49b8dd1d8d168c7e5cfc73ff795378,Power Strip,This is a Power Strip in the category Electronics,Electronics,90.29,521.0,,old store,
1acbff734508de4e2c64596038ec3380,Microphone,This is a Microphone in the category Electronics,Electronics,910.45,522.0,,old store,
3a9d86234e5f6ef95bd883f25a1fd4e6,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,960.56,525.0,,old store,
86ad5f5ccf74f726dd77401e0623ba39,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,853.93,526.0,,old store,
210584a48dc42a1b5fad1c191ca8e1c5,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,283.49,527.0,,old store,
3587b15b615d740cbc05b3649810236e,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,330.84,533.0,,old store,
9fb9e253d8e5fc7e166f391527b4608a,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,643.24,538.0,,old store,
b3282b2b13bf81900d53a73104e9f663,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,186.78,539.0,,old store,
189cd90924b649b157a666ce6879dce7,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,5.73,540.0,,old store,
fcffceb3eff3af4a236fc4728a6f2b0c,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,279.18,541.0,,old store,
b827fb79e138903d201f1be98419e338,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,290.25,546.0,,old store,
142ed25b96212d607d5ecd14b06b4415,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,9.24,549.0,,old store,
8a5ac3456e56e850a39f22118376549b,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,355.12,553.0,,old store,
42abd61f139da4e0cdf60ee2fff55296,External SSD,This is a External SSD in the category Electronics,Electronics,178.04,558.0,,old store,
f67777ac260f692663c43ea4815fc8e7,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,969.89,559.0,,old store,
703b105fbfcb6f2621197424c3cb00b2,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,345.87,560.0,,old store,
256cd4f045fa83a6ef7ff84c0156f244,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,206.79,566.0,,old store,
ed1c2255c5c838b73b56fdf61d312446,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,89.99,570.0,,old store,
0f6889515b011eb790c71e4c53c58402,Power Strip,This is a Power Strip in the category Electronics,Electronics,695.03,571.0,,old store,
2b4de73f2d08422f172f4df644b70477,Microphone,This is a Microphone in the category Electronics,Electronics,568.49,572.0,,old store,
4203a3327675f334e013125358f6fd70,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,345.21,575.0,,old store,
a90e86b56f2a3962ccd3529d29f7b860,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,430.69,576.0,,old store,
cc5f688a98385a3db3f230282b6076b5,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,998.47,577.0,,old store,
92feb2f6646524aa394e9abf24437378,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,910.23,583.0,,old store,
0a7bdb9f31a94a88b0df77cc47618c9e,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,724.27,588.0,,old store,
411b4b96c57164e541d0a19c2d04da4c,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,586.15,589.0,,old store,
9b4d7d220e4705c3e903fee7aa020f8c,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,658.37,590.0,,old store,
e562adaf3db53cd64ae6c86133ab0ea1,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,514.91,591.0,,old store,
95c9d892be42bf77520ba6988d240b15,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,671.47,596.0,,old store,
43e813eae528843fb48cb304ada2c211,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,746.48,599.0,,old store,
64810ce79ad37f98214b2e700137b45a,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,602.3,503.0,,old store,
8117da652be8e12db68089d4beb41aee,External SSD,This is a External SSD in the category Electronics,Electronics,439.15,508.0,,old store,
58cc931a9a917008a26457a828ddfe4b,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,852.2,509.0,,old store,
0afd6d88dd9bcd5a56beee6b700dc7b5,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,222.93,510.0,,old store,
54eab18e7cd1f0d157a4290bd0c2dd5d,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,40.03,516.0,,old store,
06799bce156a99e2babec27215df1ed7,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,431.12,520.0,,old store,
8b362fa17c9e641336c41320930939c4,Power Strip,This is a Power Strip in the category Electronics,Electronics,135.86,521.0,,old store,
e5d13f7904712234a6c179168caaabec,Microphone,This is a Microphone in the category Electronics,Electronics,406.07,522.0,,old store,
71e1c6c979ec02a69a9018c953d805d4,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,785.9,525.0,,old store,
bd887e5893f17070ab4674be173f829e,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,182.82,526.0,,old store,
9c40807c50f98aa36021a1c647035664,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,623.54,527.0,,old store,
53bf7e4dd91ad90896ac9835cd670abd,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,105.19,533.0,,old store,
859d8cb5eba3e148a87dd73264db8f89,Wireless Charger,This is a Wireless Charger in the category Electronics,Electronics,956.06,538.0,,old store,
7e76cdabeb652206e7b32693462b20b1,Wireless Presenter,This is a Wireless Presenter in the category Electronics,Electronics,24.19,539.0,,old store,
a6e4bb0f7ca1b0e1c900b560f3b9835b,USB-C Hub,This is a USB-C Hub in the category Electronics,Electronics,700.37,540.0,,old store,
4da676817b9570d41584b60bc2a5ac77,Wireless Earbuds,This is a Wireless Earbuds in the category Electronics,Electronics,154.05,541.0,,old store,
2c9c47e75a957b8aa742cf446f488516,4K Monitor,This is a 4K Monitor in the category Electronics,Electronics,532.71,546.0,,old store,
0ac4264b400668f0712d039f31d9bc21,Webcam HD,This is a Webcam HD in the category Electronics,Electronics,636.16,549.0,,old store,
113283cd17d55cbb5ff966df6257b57e,Document Scanner,This is a Document Scanner in the category Electronics,Electronics,225.57,553.0,,old store,
8ce6eb35d4ec0797957003e5ad7bd15f,External SSD,This is a External SSD in the category Electronics,Electronics,189.47,558.0,,old store,
a1997e1a0f660642f254ee3f49af11b4,Computer Speakers,This is a Computer Speakers in the category Electronics,Electronics,601.0,559.0,,old store,
9f5820c3ae2d9dea4b77c950ad08bc41,Gaming Keyboard,This is a Gaming Keyboard in the category Electronics,Electronics,821.67,560.0,,old store,
310e3f7633953154ddee52d5af4f0580,Mechanical Keyboard,This is a Mechanical Keyboard in the category Electronics,Electronics,696.52,566.0,,old store,
d925464aff351947fd5f9a2119b37dcb,Wireless Mouse,This is a Wireless Mouse in the category Electronics,Electronics,738.6,570.0,,old store,
008b5a10c0229e2509711389a741616b,Power Strip,This is a Power Strip in the category Electronics,Electronics,734.89,571.0,,old store,
5a10735262932fafb6ec175cc026424d,Microphone,This is a Microphone in the category Electronics,Electronics,466.02,572.0,,old store,
6fe95c50017206c791409749b56ba665,Bluetooth Headphones,This is a Bluetooth Headphones in the category Electronics,Electronics,812.69,575.0,,old store,
4292cee012e8c413bc0ec5deac828c29,Noise Cancelling Headset,This is a Noise Cancelling Headset in the category Electronics,Electronics,462.87,576.0,,old store,
88c7af17605df9494a3863e630355420,Smart Watch,This is a Smart Watch in the category Electronics,Electronics,157.29,577.0,,old store,
23ea16a99af73e877fe3d49dc8e60349,WiFi Router,This is a WiFi Router in the category Electronics,Electronics,77.77,583.0,,old store,
