order_item_unique_id,order_id,unified_product_id,quantity,price_at_purchase,source_store
19ca14e7ea6328a42e0eb13d585e4c22,8357,b4fcc10ec3c80844f54d084c5a31be20,1,206.41,old store
a5bfc9e07964f8dddeb95fc584cd965d,14041,42c3bde64dece8e7a42337b36ebc8fc7,1,459.13,old store
a5771bce93e200c36f7cd9dfd0e5deaa,4657,4d7107864db2e90a7d1de5d27dc4c813,1,423.73,old store
d67d8ab4f4c10bf22aa353e27879133c,100,850178bf2596036c7d6db6021a02b1da,1,111.23,old store
d645920e395fedad7bbbed0eca3fe2e0,1802,486745a23d9333da2fa5348c02ab9835,1,677.87,old store
3416a75f4cea9109507cacd8e2f2aefc,7789,c3dc9ec39779b6f3286739de837a6e06,1,465.42,old store
a1d0c6e83f027327d8461063f4ac58a6,3325,f41baabebfc69845365f733fe5a084b9,1,475.69,old store
17e62166fc8586dfa4d1bc0e1742c08b,2843,9d4f74fc047791b555ad2637e21ffe8b,1,432.37,old store
f7177163c833dff4b38fc8d2872f1ec6,6400,f667d5266256e1a6c045c1c52ab61980,1,947.32,old store
6c8349cc7260ae62e3b1396831a8398f,11500,6d104d823952f53ced4d489a237480c2,1,675.62,old store
d9d4f495e875a2e075a1a4a6e1b9770f,6897,d7caa2aa4a651766dceedff63ec9c264,1,516.94,old store
67c6a1e7ce56d3d6fa748ab6d9af3fd7,12382,9807401fd6fd195d0f9da95009281e95,1,758.96,old store
642e92efb79421734881b53e1e1b18b6,9976,20ee5f6f2937a5521cb3b747844f7a25,1,148.35,old store
f457c545a9ded88f18ecee47145a72c0,1809,28d9df76d5c387299d2e7c589ac50194,1,628.97,old store
c0c7c76d30bd3dcaefc96f40275bdc0a,5957,bd887e5893f17070ab4674be173f829e,1,693.67,old store
2838023a778dfaecdc212708f721b788,8450,6946da22f44286bcca66e67bb801b0b7,1,721.84,old store
9a1158154dfa42caddbd0694a4e9bdc8,14945,6a892341ab3b7130084b88b98a75276f,1,954.23,old store
d82c8d1619ad8176d665453cfb2e55f0,6813,2659ee665c81082dd4b0f088458d0219,1,913.78,old store
a684eceee76fc522773286a895bc8436,12604,e9ac308f8230fdbc295eb4ac7bc3b515,1,507.4,old store
b53b3a3d6ab90ce0268229151c9bde11,1022,89f52c5fffc6b2a564b40ca1f089c99a,1,766.87,old store
9f61408e3afb633e50cdf1b20de6f466,8662,b75e14fd14d27f0bb5f50033d4ebdb6e,1,122.74,old store
72b32a1f754ba1c09b3695e0cb6cde7f,14583,9fb9e253d8e5fc7e166f391527b4608a,1,347.43,old store
66f041e16a60928b05a7e228a89c3799,5606,1cbc10a02d0248ad2d834ffebdcfc732,1,314.02,old store
093f65e080a295f8076b1c5722a46aa2,6255,263715bfa868ac55632d370d53082fa4,1,26.88,old store
072b030ba126b2f4b2374f342be9ed44,14711,bf05c4c4ec9e6bd17b88129175c66748,1,394.39,old store
7f39f8317fbdb1988ef4c628eba02591,9825,0be81f155ed67eed6f6a146afa9c852f,1,630.44,old store
44f683a84163b3523afe57c2e008bc8c,10666,8e137d4e8414dd43b3a03586be12c651,1,386.69,old store
03afdbd66e7929b125f8597834fa83a4,14204,1c55a3bd4cd9f3641474f22c30a63cbe,1,405.54,old store
ea5d2f1c4608232e07d3aa3d998e5135,4433,adf32172b9f19b565809f2c023b0954d,1,127.98,old store
fc490ca45c00b1249bbe3554a4fdf6fb,4050,b620336ee89a689d8696dcea82bb5d36,1,882.23,old store
3295c76acbf4caaed33c36b1b5fc2cb1,99,c3e24dbb6e5553e982c173b18c296113,1,826.56,old store
735b90b4568125ed6c3f678819b6e058,8827,5a654c19433f24212e55d24a92f3a2ec,1,422.47,old store
a3f390d88e4c41f2747bfa2f1b5f87db,7711,0212427a585cf9b83b3cf4067401f6f1,1,68.1,old store
14bfa6bb14875e45bba028a21ed38046,1036,feb3e68d433711f906dea8c2073be4a7,1,854.47,old store
7cbbc409ec990f19c78c75bd1e06f215,7864,4462bb07b6c086fba8dd4d860f0b8d7d,1,266.78,old store
e2c420d928d4bf8ce0ff2ec19b371514,2235,8b90d00b501f1ce3a82339389fdd7e89,1,724.13,old store
32bb90e8976aab5298d5da10fe66f21d,12274,1f70ba075408661879c2a0448be69642,1,730.52,old store
d2ddea18f00665ce8623e36bd4e3c7c5,12288,814bcedaed2c2a79307b24eb2f7865bf,1,612.09,old store
ad61ab143223efbc24c7d2583be69251,9367,2e84eb66c142cc50aafe4ac64b2aecee,1,508.83,old store
d09bf41544a3365a46c9077ebb5e35c3,4712,30683208c9d2d15cec44143a2a54da8e,1,850.01,old store
fbd7939d674997cdb4692d34de8633c4,9791,41ea3fe322b19fe48bd8f6413d46c4d4,1,867.92,old store
28dd2c7955ce926456240b2ff0100bde,1424,4a8af47baa409449ae0276902a778d32,1,52.13,old store
35f4a8d465e6e1edc05f3d8ab658c551,7265,876679fa5a1c75fab51bc80b72e9c4a5,1,204.65,old store
d1fe173d08e959397adf34b1d77e88d7,12572,c7c409e71b8912870d1b117cbf33ae60,1,762.91,old store
f033ab37c30201f73f142449d037028d,1248,af6dbc6f3654f8614b2ad4ac0ed2c505,1,41.84,old store
43ec517d68b6edd3015b3edc9a11367b,8986,cf0ec17fe42ab8da18232fa6801729c4,1,354.92,old store
9778d5d219c5080b9a6a17bef029331c,9748,6d6e1f9d54bfab7ff4810024560a0412,1,979.77,old store
fe9fc289c3ff0af142b6d3bead98a923,13222,68f59c4a3097bcc731655510c7d89ea9,1,871.23,old store
68d30a9594728bc39aa24be94b319d21,11479,da3a0594ee6630fa85711978a9c3ff1e,1,990.41,old store
3ef815416f775098fe977004015c6193,1220,9c40807c50f98aa36021a1c647035664,1,962.88,old store
93db85ed909c13838ff95ccfa94cebd9,3619,04f0fdcc89a2986ed6deba39d36986e1,1,54.56,old store
c7e1249ffc03eb9ded908c236bd1996d,9813,ccd3d302e3f3085bea1dc1205e620f60,1,51.47,old store
2a38a4a9316c49e5a833517c45d31070,14800,4c8314af49d366db511a3112e89d1bac,1,728.79,old store
7647966b7343c29048673252e490f736,12770,bb10b049d630c02f3f45824528f63aeb,1,456.7,old store
8613985ec49eb8f757ae6439e879bb2a,11725,88146cdd11bb0f87601e4a7eefdf1e3e,1,638.45,old store
54229abfcfa5649e7003b83dd4755294,14675,62583204bdce1f26fb3cbac604aa5ba1,1,327.77,old store
92cc227532d17e56e07902b254dfad10,13133,bd7b0e901f0436d698afe1e358471dd7,1,912.58,old store
98dce83da57b0395e163467c9dae521b,358,64810ce79ad37f98214b2e700137b45a,1,189.93,old store
f4b9ec30ad9f68f89b29639786cb62ef,2244,4fa09bab82c3d0bb328e3a18df38b459,1,654.15,old store
812b4ba287f5ee0bc9d43bbf5bbe87fb,9399,1ab1a16bcda6f93d7747411fced5f69b,1,693.05,old store
26657d5ff9020d2abefe558796b99584,12581,6fe95c50017206c791409749b56ba665,1,733.15,old store
e2ef524fbf3d9fe611d5a8e90fefdc9c,8097,bf53df4e0bc51fc627099a8b936f4961,1,935.29,old store
ed3d2c21991e3bef5e069713af9fa6ca,12011,592a1ea4ae3a6aa89dcc904b7f6be99e,1,836.12,old store
ac627ab1ccbdb62ec96e702f07f6425b,12422,aa39caf967cb63af9cc20f114b922e1a,1,693.48,old store
f899139df5e1059396431415e770c6dd,1504,5abcc5cf6f557f86ae154a6f2c2b72d8,1,695.96,old store
38b3eff8baf56627478ec76a704e9b52,12747,ea0d8822420094c565046bc72024c952,1,274.48,old store
ec8956637a99787bd197eacd77acce5e,8445,6fd6f3da29c0df8a7baa79a9130d5dab,1,58.58,old store
6974ce5ac660610b44d9b9fed0ff9548,2111,a7c24fc87ee1b83534c9f39099c96eb1,1,463.7,old store
c9e1074f5b3f9fc8ea15d152add07294,163,31eeb756102230f460a53e7cb234f9ca,1,281.22,old store
65b9eea6e1cc6bb9f0cd2a47751a186f,4385,fe6cd667ed0fb97fd4ceaedc2f6f069d,1,564.88,old store
f0935e4cd5920aa6c7c996a5ee53a70f,2233,8f8f13e3fe8ad94d3043c3659add7a4f,1,366.11,old store
a97da629b098b75c294dffdc3e463904,6485,dc47772b5ae5a8413d9ef7569713b4c4,1,369.88,old store
a3c65c2974270fd093ee8a9bf8ae7d0b,10186,58ba6257644901b8450fc14f972df0e9,1,54.8,old store
2723d092b63885e0d7c260cc007e8b9d,3986,fc3bcad1e6c212e3dde2610855e6ae22,1,791.36,old store
5f93f983524def3dca464469d2cf9f3e,11881,49b7fcb3415ddebcf7372d6013200b1c,1,331.96,old store
698d51a19d8a121ce581499d7b701668,4822,77c6fee3db84bd50f22f502cc654e1df,1,694.77,old store
7f6ffaa6bb0b408017b62254211691b5,399,95c9d892be42bf77520ba6988d240b15,1,974.74,old store
73278a4a86960eeb576a8fd4c9ec6997,7464,2556df5987e99c83f63939dde90fa5e3,1,623.7,old store
5fd0b37cd7dbbb00f97ba6ce92bf5add,4310,7598b0d0ad225e0b28197feab7e11b3b,1,554.63,old store
2b44928ae11fb9384c4cf38708677c48,6345,d7caa2aa4a651766dceedff63ec9c264,1,126.97,old store
c45147dee729311ef5b5c3003946c48f,14853,e8f0e1d6c42f86a83bccdb9ab2b8876e,1,980.15,old store
eb160de1de89d9058fcb0b968dbbbd68,5053,9aa158855e0edf0dcdd88f11aca8de11,1,124.88,old store
5ef059938ba799aaa845e1c2e8a762bd,8658,f07a3ad7a88a3ff520317c57729eef17,1,45.18,old store
07e1cd7dca89a1678042477183b7ac3f,14941,6f94a7a787a17dabac921897da4ffafd,1,405.58,old store
da4fb5c6e93e74d3df8527599fa62642,11852,556e6497c7a5a07b9218237503a74b13,1,696.82,old store
4c56ff4ce4aaf9573aa5dff913df997a,6719,8aeae837f065bdf77e2fc60bee4ddd07,1,316.8,old store
a0a080f42e6f13b3a2df133f073095dd,8836,02839e99233d31e468658d13b9d3e4a3,1,913.09,old store
202cb962ac59075b964b07152d234b70,1442,979240ec086489b2740c1a2c16ae66b6,1,597.64,old store
c8ffe9a587b126f152ed3d89a146b445,110,a1997e1a0f660642f254ee3f49af11b4,1,439.18,old store
3def184ad8f4755ff269862ea77393dd,7440,41ea3fe322b19fe48bd8f6413d46c4d4,1,170.56,old store
069059b7ef840f0c74a814ec9237b6ec,10364,60c939eae9c83b999f166a82be508a0a,1,646.55,old store
ec5decca5ed3d6b8079e2e7e7bacc9f2,805,b888eed56a421fcddc4eaf7b979e4f9e,1,902.78,old store
76dc611d6ebaafc66cc0879c71b5db5c,10816,6f7bf7d4de7e377b5fd668e2ddf9b93c,1,213.19,old store
d1f491a404d6854880943e5c3cd9ca25,12195,8bdee502a09f8ec3c14c5d87cab68068,1,108.56,old store
9b8619251a19057cff70779273e95aa6,25,6ea835de0ce7b9e87316222d2abc458c,1,660.06,old store
1afa34a7f984eeabdbb0a7d494132ee5,7022,310e3f7633953154ddee52d5af4f0580,1,921.78,old store
65ded5353c5ee48d0b7d48c591b8f430,11203,8cb33dfe79d906c8db26a85ce9465630,1,962.27,old store
9fc3d7152ba9336a670e36d0ed79bc43,10404,2e05b920aad8025617ee300c7469d78e,1,283.22,old store
02522a2b2726fb0a03bb19f2d8d9524d,12598,7ab5ef298b3e13b71adf9046694f4336,1,67.79,old store
7f1de29e6da19d22b51c68001e7e0e54,14612,73b7394d3ab7453e7148d1f6a72b954d,1,785.89,old store
42a0e188f5033bc65bf8d78622277c4e,8811,0327c862a547f671f988761a24fd44e0,1,326.87,old store
3988c7f88ebcb58c6ce932b957b6f332,11165,d59ae6804e463e7ddcb857b83d5953ba,1,681.06,old store
013d407166ec4fa56eb1e1f8cbe183b9,8843,1ab1a16bcda6f93d7747411fced5f69b,1,751.15,old store
e00da03b685a0dd18fb6a08af0923de0,13540,8a5ac3456e56e850a39f22118376549b,1,625.83,old store
1385974ed5904a438616ff7bdb3f7439,1519,8882d51657d7e3f17431c4168503696a,1,991.71,old store
0f28b5d49b3020afeecd95b4009adf4c,11963,da409acfe248cb68a9e490b7440b68f0,1,20.95,old store
a8baa56554f96369ab93e4f3bb068c22,9297,dbcf71d6c63aa2348c7a1027b065cea3,1,723.73,old store
903ce9225fca3e988c2af215d4e544d3,4795,3649db4dc5785aa4af3a3ab891a572b4,1,419.09,old store
0a09c8844ba8f0936c20bd791130d6b6,2743,f81b591220bc54e414bcf856bd2d4018,1,383.03,old store
2b24d495052a8ce66358eb576b8912c8,758,026aa7a54be2fcf36bb496019b97a9b4,1,462.32,old store
a5e00132373a7031000fd987a3c9f87b,619,ad3c169851197bf6de8e621426c66f75,1,711.02,old store
8d5e957f297893487bd98fa830fa6413,1895,8f34f01e087ec6ca482873637603bb33,1,521.09,old store
47d1e990583c9c67424d369f3414728e,1863,b9b5dc389b21c49ba7d3208c64d2508e,1,690.08,old store
f2217062e9a397a1dca429e7d70bc6ca,1971,4efea6a8085d5634a6476e6a395f82bb,1,855.64,old store
7ef605fc8dba5425d6965fbd4c8fbe1f,14965,d168ed103ba25143b91350dba5161eca,1,668.39,old store
a8f15eda80c50adb0e71943adc8015cf,13203,3cb41a0dcef9595c3926b5809be4b285,1,601.91,old store
37a749d808e46495a8da1e5352d03cae,3237,84b3f8fce2820dcc3ab3674135904ed4,1,275.23,old store
b3e3e393c77e35a4a3f3cbd1e429b5dc,4317,4462bb07b6c086fba8dd4d860f0b8d7d,1,750.78,old store
1d7f7abc18fcb43975065399b0d1e48e,6200,bb90a26961e46176a9e7c4823a36b182,1,260.74,old store
2a79ea27c279e471f4d180b08d62b00a,2060,005f75cc0999e9b494494b2f16031874,1,332.39,old store
1c9ac0159c94d8d0cbedc973445af2da,5192,c7706a01918e8f589dbe3e372d951984,1,390.76,old store
6c4b761a28b734fe93831e3fb400ce87,2456,1058e08e55d8ac5d2531f74d940076e8,1,595.68,old store
06409663226af2f3114485aa4e0a23b4,9613,968585eb74f94c0813246ffd60574ca4,1,978.68,old store
140f6969d5213fd0ece03148e62e461e,4936,f3c52108e9928171d321a0de182ec93e,1,672.59,old store
b73ce398c39f506af761d2277d853a92,9314,89ed4cf2119a2bd3c3b1ce350405c401,1,210.36,old store
bd4c9ab730f5513206b999ec0d90d1fb,3024,8b5641aa29cb1d859ba1185a068ed671,1,828.39,old store
82aa4b0af34c2313a562076992e50aa3,11719,be47b0bf6391783c8e9e121c98f1f7eb,1,307.32,old store
0777d5c17d4066b82ab86dff8a46af6f,4994,5f94d202e057504151d4a7ed172c49c4,1,795.2,old store
fa7cdfad1a5aaf8370ebeda47a1ff1c3,3118,3e3abf5ee2114f56969aa49ad13b7625,1,92.9,old store
9766527f2b5d3e95d4a733fcfb77bd7e,12642,847e92f853022890450d8ec8d9bcbced,1,189.3,old store
7e7757b1e12abcb736ab9a754ffb617a,4403,bd827611a37b33259923d4ca9f784ba3,1,307.27,old store
5878a7ab84fb43402106c575658472fa,11452,a95977d5a94bbd9bfdbe8ee26caa1e3a,1,811.09,old store
006f52e9102a8d3be2fe5614f42ba989,13117,d037466c6833b08f3e479cda104a14bc,1,215.26,old store
3636638817772e42b59d74cff571fbb3,14701,6371dfd6809f30dd381e23847c94bc96,1,729.98,old store
149e9677a5989fd342ae44213df68868,4496,84f84a8036616090866e3d8c9e7ed25e,1,735.08,old store
a4a042cf4fd6bfb47701cbc8a1653ada,801,1433302d044181de6bdb696100bbc2de,1,288.47,old store
1ff8a7b5dc7a7d1f0ed65aaa29c04b1e,12529,e9b53f30878c128e44f246f629aaea60,1,33.26,old store
f7e6c85504ce6e82442c770f7c8606f0,13304,d6279b4b0ce399241edd79063caf72b7,1,487.73,old store
bf8229696f7a3bb4700cfddef19fa23f,10920,641dccf458845e02901028011e45c04b,1,173.15,old store
82161242827b703e6acf9c726942a1e4,14837,2fff269977329cdaaf8160c466add70a,1,928.09,old store
38af86134b65d0f10fe33d30dd76442e,5482,e9b53f30878c128e44f246f629aaea60,1,685.78,old store
96da2f590cd7246bbde0051047b0d6f7,6076,2f485dd713dee82597ba052e521c62fc,1,94.58,old store
8f85517967795eeef66c225f7883bdcb,12167,87aba450ee3bcc60c80f38909c9d7ec8,1,228.54,old store
8f53295a73878494e9bc8dd6c3c7104f,8749,c69a29eaa44c43fbe9d2dd8c3c0ac7bd,1,627.19,old store
045117b0e0a11a242b9765e79cbf113f,12848,188adbb06134d975505678bc149a1c9d,1,944.88,old store
fc221309746013ac554571fbd180e1c8,6606,2388f2d96d35e47c9add0e95af11dae0,1,386.82,old store
4c5bde74a8f110656874902f07378009,1341,e9ec1e8ba802e7f50416a4a844bae5a4,1,225.59,old store
cedebb6e872f539bef8c3f919874e9d7,9355,6f94a7a787a17dabac921897da4ffafd,1,166.22,old store
6cdd60ea0045eb7a6ec44c54d29ed402,3934,54eab18e7cd1f0d157a4290bd0c2dd5d,1,237.73,old store
eecca5b6365d9607ee5a9d336962c534,12220,2ae8824e7444f304bb67e472af2a0683,1,538.82,old store
9872ed9fc22fc182d371c3e9ed316094,5135,75e867347c45233160b667ec9a901e71,1,464.03,old store
31fefc0e570cb3860f2a6d4b38c6490d,5962,5760b8998d1ae327fd5893d5b99da614,1,101.76,old store
9dcb88e0137649590b755372b040afad,6520,76d39d159ad26e2552665bdc360de219,1,918.3,old store
a2557a7b2e94197ff767970b67041697,8385,f2c4e2f06bfd9bcec6c3653ad25100bb,1,746.88,old store
cfecdb276f634854f3ef915e2e980c31,7319,5a654c19433f24212e55d24a92f3a2ec,1,748.08,old store
0aa1883c6411f7873cb83dacb17b0afc,14502,f3651389a9847734ecd7c3affa58ccef,1,548.83,old store
58a2fc6ed39fd083f55d4182bf88826d,14058,ea7bf01e66670a780bb69eb089ddc301,1,974.41,old store
bd686fd640be98efaae0091fa301e613,10023,cde3396aec66b956b40f1f638028c7c5,1,338.36,old store
a597e50502f5ff68e3e25b9114205d4a,11820,10b37a23cdfbe48acb25659297e90a4b,1,158.26,old store
0336dcbab05b9d5ad24f4333c7658a0e,4599,0492f4afcbb969ca02935c728a83aa91,1,791.07,old store
084b6fbb10729ed4da8c3d3f5a3ae7c9,6660,46697b971f19c9e1cb58ca224cf1fc05,1,480.41,old store
85d8ce590ad8981ca2c8286f79f59954,5814,f8e8e9007f1572f716f3cc8da7be242f,1,458.23,old store
0e65972dce68dad4d52d063967f0a705,13995,28daa61949fc1d99b44d560fdca23ee8,1,110.03,old store
84d9ee44e457ddef7f2c4f25dc8fa865,2339,310e3f7633953154ddee52d5af4f0580,1,879.59,old store
3644a684f98ea8fe223c713b77189a77,327,e91ec2b59dc0353e62eb8bcd2f92eebf,1,622.32,old store
757b505cfd34c64c85ca5b5690ee5293,3134,6267c6c31672ecd735ea42effaeb668a,1,971.61,old store
854d6fae5ee42911677c739ee1734486,2034,7e09b537249ef85d595f7162c9ea69be,1,416.78,old store
e2c0be24560d78c5e599c2a9c9d0bbd2,7228,228496f5c54e0368f5757ae20ba0b167,1,723.82,old store
274ad4786c3abca69fa097b85867d9a4,3777,a9cac84a0355f4132d75aab28d06cbe5,1,169.4,old store
eae27d77ca20db309e056e3d2dcd7d69,14350,6c15ef55e4b50e5eeb99dd1369df3f78,1,139.79,old store
7eabe3a1649ffa2b3ff8c02ebfd5659f,5177,8036544247b879f2d7a27e462c37206f,1,873.1,old store
69adc1e107f7f7d035d7baf04342e1ca,7399,e91752f993d4835c2d3e0326211609ce,1,35.16,old store
091d584fced301b442654dd8c23b3fc9,2311,6a05882770b11c8d252a431502a9f68a,1,644.95,old store
b1d10e7bafa4421218a51b1e1f1b0ba2,3801,88c7af17605df9494a3863e630355420,1,980.2,old store
6f3ef77ac0e3619e98159e9b6febf557,3794,42c3bde64dece8e7a42337b36ebc8fc7,1,793.91,old store
eb163727917cbba1eea208541a643e74,2973,0327c862a547f671f988761a24fd44e0,1,439.5,old store
1534b76d325a8f591b52d302e7181331,7615,5464eb9a6832133ec668a560f2d1c351,1,616.84,old store
979d472a84804b9f647bc185a877a8b5,11586,dd5897e9842f54d86e9dba8d8499b5bc,1,482.08,old store
ca46c1b9512a7a8315fa3c5a946e8265,5848,4496de1c2c07c056602b1bfd7cf663cb,1,710.99,old store
3b8a614226a953a8cd9526fca6fe9ba5,1204,84baafa2178321b5cc53e40a442ef8e5,1,762.11,old store
45fbc6d3e05ebd93369ce542e8f2322d,10284,050c7228edea3c598124a37cc6c63ef1,1,845.49,old store
63dc7ed1010d3c3b8269faf0ba7491d4,10102,0a67d918a212d02225bb6461bb46532f,1,714.15,old store
e96ed478dab8595a7dbda4cbcbee168f,9614,11c504f8285bd267e5a3a7fcafba5cc0,1,938.34,old store
c0e190d8267e36708f955d7ab048990d,11784,411b4b96c57164e541d0a19c2d04da4c,1,191.38,old store
ec8ce6abb3e952a85b8551ba726a1227,7853,2e23c11c43436e90af2d04d46d11e39e,1,80.33,old store
060ad92489947d410d897474079c1477,11068,7ab5ef298b3e13b71adf9046694f4336,1,871.94,old store
bcbe3365e6ac95ea2c0343a2395834dd,962,ed1c2255c5c838b73b56fdf61d312446,1,673.68,old store
115f89503138416a242f40fb7d7f338e,8727,f3c52108e9928171d321a0de182ec93e,1,458.62,old store
13fe9d84310e77f13a6d184dbf1232f3,12243,cb177f616871e63cab5dc715f83f267a,1,175.14,old store
d1c38a09acc34845c6be3a127a5aacaf,8707,5cb751c081bc17d0ff142f57af7f6e01,1,714.42,old store
9cfdf10e8fc047a44b08ed031e1f0ed1,10390,6f44f60a8e1a83a73b07a9fc474baf8b,1,583.19,old store
705f2172834666788607efbfca35afb3,7732,127a0bc4c6c40c376a2a2de12a39fee0,1,236.68,old store
74db120f0a8e5646ef5a30154e9f6deb,12466,544f87701142acd7e31d7f8f958d54ca,1,724.06,old store
57aeee35c98205091e18d1140e9f38cf,12853,58a2b0dd68cc551433b94dc94d7e82f0,1,653.71,old store
6da9003b743b65f4c0ccd295cc484e57,1046,66e406f9aa86c075bc194f3c39650af5,1,871.1,old store
9b04d152845ec0a378394003c96da594,11460,9b5d6961f2d2bafb731c34aa2e205764,1,999.24,old store
be83ab3ecd0db773eb2dc1b0a17836a1,13993,95c9d892be42bf77520ba6988d240b15,1,227.35,old store
e165421110ba03099a1c0393373c5b43,401,be9ef3c934784ea07b1f11688d47d140,1,345.94,old store
289dff07669d7a23de0ef88d2f7129e7,6250,1305212d725794b3842bd704e70f089f,1,351.41,old store
577ef1154f3240ad5b9b413aa7346a1e,12533,badf0fa546d109486fa92d6155c2172b,1,250.58,old store
01161aaa0b6d1345dd8fe4e481144d84,14385,a9dc1423261476f3df278a3b3dd50fcc,1,347.17,old store
539fd53b59e3bb12d203f45a912eeaf2,8898,f3c52108e9928171d321a0de182ec93e,1,171.03,old store
ac1dd209cbcc5e5d1c6e28598e8cbbe8,14755,7dc5357f8ef1d61210fbe89768f5e02b,1,544.75,old store
555d6702c950ecb729a966504af0a635,3546,301b98e31f77611271d079dc796a32cd,1,771.98,old store
335f5352088d7d9bf74191e006d8e24c,14238,7301d04e8a1cb765c6e3e0cb400607b6,1,700.24,old store
f340f1b1f65b6df5b5e3f94d95b11daf,2076,b1454b0456a22e84bc0f852d94298d1a,1,458.18,old store
e4a6222cdb5b34375400904f03d8e6a5,13783,c0187e2fe859b8432625106322acaadb,1,922.57,old store
cb70ab375662576bd1ac5aaf16b3fca4,14096,67b15aa17e609b4d7150f7a7b066c82d,1,580.77,old store
9188905e74c28e489b44e954ec0b9bca,12609,c47392fa64b022df00c1f97c89de08fe,1,445.57,old store
0266e33d3f546cb5436a10798e657d97,1648,e88374663a33f93644f26a96df00fe12,1,415.32,old store
38db3aed920cf82ab059bfccbd02be6a,3217,67b15aa17e609b4d7150f7a7b066c82d,1,248.61,old store
3cec07e9ba5f5bb252d13f5f431e4bbb,3796,4462bb07b6c086fba8dd4d860f0b8d7d,1,920.86,old store
621bf66ddb7c962aa0d22ac97d69b793,2878,1c8ffafeacc4167e086ff191874f51d7,1,510.55,old store
