order_id,unified_customer_id,total_price,order_date
2063,c4cb43f74adaf0cab217eb2d0123f3a2,891.64,2023-12-21
3116,c78e45d8c027eab377604e34fe8d1867,4918.88,2024-07-30
8909,e7d92c9ce4c3e9c934e2bc9da7c1670b,6144.93,2024-06-16
11717,e7d92c9ce4c3e9c934e2bc9da7c1670b,7913.61,2024-02-09
1381,c183e42a590ac2b7807dd1d68deffc74,515.28,2024-10-05
1555,1ab0fe45fdd2b07aab90ba867e98996f,7045.05,2023-11-22
14551,1ab0fe45fdd2b07aab90ba867e98996f,3486.88,2024-08-07
8847,5291b0036e26076e7be30ae766834440,2737.71,2023-12-27
14135,5291b0036e26076e7be30ae766834440,7800.75,2024-04-29
6486,4ac4081549396d353876e7701c25e833,107.13,2024-04-13
7154,84cf75d14125d95ca406b61d3697c38a,5741.6,2024-10-30
4319,1ad79e4c5d41dbc8d1ed9751874a0f89,6941.36,2023-12-27
12445,1ad79e4c5d41dbc8d1ed9751874a0f89,4975.74,2024-08-05
2253,5e9de768d0fce89f96523fa0228e8bc3,8372.7,2024-06-29
12803,5e9de768d0fce89f96523fa0228e8bc3,2096.16,2023-11-29
6134,aaddc6cc396fd4c97d3add49d6107345,301.31,2024-09-22
11146,aaddc6cc396fd4c97d3add49d6107345,1052.16,2024-02-17
1008,638c90f0e0788bb7f53cc0bdd261ffca,6468.48,2024-03-17
12424,638c90f0e0788bb7f53cc0bdd261ffca,8454.15,2024-02-12
6338,4691b13eb138a39db1c26e4f65295ef1,1756.6,2024-07-31
12816,4691b13eb138a39db1c26e4f65295ef1,1956.88,2023-12-31
13874,55a4489c0438f7b4f7048bec2ae5b93a,772.44,2023-11-05
6317,55a4489c0438f7b4f7048bec2ae5b93a,5382.3,2024-09-21
7418,49dc6f02ec7c945722bdf5e1f3bab987,550.75,2024-05-03
8624,16c5dee35e6aa504bd020930d521c814,2534.94,2024-02-16
10247,16c5dee35e6aa504bd020930d521c814,6786.35,2024-05-31
9164,966a45e7b2092b3359589cc7357c8d32,1947.5,2024-01-21
6568,0b5c07c34e3d85ea7850343275f92c52,1466.26,2024-06-29
5566,9a1e1ac5b1004c350adf472fefef6e2f,4246.68,2023-11-27
519,2644822246897f814e10ce145b71d184,6472.17,2024-08-27
12891,2644822246897f814e10ce145b71d184,5921.58,2023-11-17
2943,89862437ae47086f9b0218414047f299,253.84,2024-04-28
11792,89862437ae47086f9b0218414047f299,1325.24,2024-01-21
3663,8478d4ebe2400b105b476ad8ac7c9502,1484.24,2024-06-19
13776,8478d4ebe2400b105b476ad8ac7c9502,5742.86,2023-11-11
9141,2fd8f2600658703412cb5a5fa4ae6cb6,575.19,2024-09-13
2267,91ef264f13f478cdb73d7099e780b9ab,1593.44,2024-03-23
5170,ca74c909c2aa784067775dc2346af36a,2903.21,2024-06-18
5629,073e0318fa52d494dc3f0f561b676e76,5153.89,2024-01-08
7049,d47070f8836d2b69fdf0de08728df93d,5560.87,2024-07-12
12885,d47070f8836d2b69fdf0de08728df93d,7865.97,2024-06-14
4340,7ab5ef298b3e13b71adf9046694f4336,5530.84,2024-08-14
5483,294b17b50fd2c58fcba0ebea1fa9ad69,1670.06,2024-08-07
12442,294b17b50fd2c58fcba0ebea1fa9ad69,5284.1,2023-12-11
8430,e984a482b83633eea9de77d43cb799a2,706.98,2024-06-24
1600,ebae545a65ce48a0fcb0026224e0458c,7548.99,2024-01-19
7286,6528d7c38390ba381b503fa86cba5731,659.6,2024-03-17
7748,1c8ffafeacc4167e086ff191874f51d7,548.22,2024-08-29
14926,1c8ffafeacc4167e086ff191874f51d7,1612.39,2024-03-29
4682,9bc3cc42ec485a34acd46dda57fe9623,5159.1,2024-10-11
12184,9bc3cc42ec485a34acd46dda57fe9623,1185.5,2024-06-19
4185,3b43acf358f9760bb24180fff8380ad6,4897.54,2024-07-27
14402,3b43acf358f9760bb24180fff8380ad6,4175.02,2024-09-16
2324,ccb7ea65f53a3e5db2214ff8bf8ed08b,1858.92,2024-08-25
709,947ce34adddadb72b752b67028c6d8d8,4798.89,2024-05-03
11483,947ce34adddadb72b752b67028c6d8d8,2128.5,2023-12-01
498,c0d822a51f8988b97e2905d58c00b9a0,5071.83,2024-03-02
13436,c0d822a51f8988b97e2905d58c00b9a0,6874.77,2024-03-18
2227,968585eb74f94c0813246ffd60574ca4,501.4,2024-03-29
4668,1228ef77d04eb510f7f9e73b8c15445d,3178.35,2024-06-13
12425,1228ef77d04eb510f7f9e73b8c15445d,5472.18,2024-03-28
1769,abfb612d2b5e5e8ac81d3370f89e0d7f,9737.45,2024-11-04
8215,a899a1ffd13d7330c0c5c420ed40bd58,8896.79,2023-12-18
10773,a899a1ffd13d7330c0c5c420ed40bd58,852.75,2024-01-06
1613,21a855de20283faf572c76d9ad20425c,6203.3,2024-07-19
8890,31eeb756102230f460a53e7cb234f9ca,3847.3,2024-09-20
4507,f5b3a1629ba2928fd54a3ea91a0d0e0c,6180.04,2024-02-06
12707,f5b3a1629ba2928fd54a3ea91a0d0e0c,2149.44,2024-02-23
3283,b5fda8777cbc55544700e99c39bf4e94,3826.84,2024-09-19
5257,3ee9a194ccdb1596da0d693fa19def94,676.87,2024-02-22
11401,3ee9a194ccdb1596da0d693fa19def94,1846.9,2024-04-29
6951,98b18718bf1c8df2b1160bb2aa76c0c5,2151.04,2024-09-29
6399,b78f8bafeeb89c2d30bada24e9544946,260.24,2024-07-23
12206,b78f8bafeeb89c2d30bada24e9544946,6187.28,2024-02-08
6328,2c91db242705bd950f0b8cdf2cd6a140,914.92,2024-08-04
3307,f95740cafcec6321d820a16066c39712,4726.56,2024-03-18
11595,f95740cafcec6321d820a16066c39712,3153.04,2024-01-05
4571,ac7efb24a38f147d72da3796b184f030,6961.76,2024-03-12
3174,d40b0ad24249424c18b72db2c8023313,9672.0,2024-07-11
2837,21bd81cea17e50c5b0a578de93f8057c,1508.85,2024-06-07
12032,21bd81cea17e50c5b0a578de93f8057c,2347.85,2024-06-04
759,e9ec1e8ba802e7f50416a4a844bae5a4,641.46,2024-07-20
11658,e9ec1e8ba802e7f50416a4a844bae5a4,3012.65,2024-02-12
6997,b820faedc2b358d508d9a8d90210310e,1541.7,2024-02-07
10255,b820faedc2b358d508d9a8d90210310e,4761.28,2024-11-01
2999,66e406f9aa86c075bc194f3c39650af5,784.05,2023-12-04
3955,d20a6ac0b82351053dae495d32a2877c,4017.04,2024-05-18
13616,d20a6ac0b82351053dae495d32a2877c,8334.54,2024-10-14
1724,a2c861b62783d70728cd2ec90bfdfbb6,1273.2,2024-03-17
13507,a2c861b62783d70728cd2ec90bfdfbb6,1500.45,2024-09-07
5586,545570c095be9953a690dbb39499ec19,1549.65,2024-01-03
7991,e0fb2d7d6e886f5b6a134b327d867868,2067.2,2023-12-25
8441,e8e4ef2808177f4e537ff8597acc1ea5,4672.2,2024-01-07
9864,efce48c90c8109e57c14ce8d71f5d52f,4481.58,2024-03-02
4953,f6d6c774e68ab4adb11e0c46d950c889,6133.92,2024-03-03
11420,f6d6c774e68ab4adb11e0c46d950c889,3370.0,2024-10-13
8839,c7431fe78d1d72a054fdf708811378d4,7938.45,2024-08-27
11386,c7431fe78d1d72a054fdf708811378d4,2888.55,2024-05-02
4637,2eb098a14c98eeb1c61b0aeb4ba510cf,3424.84,2024-02-11
9085,6e3355f4095ac32c8eece189d159b526,8838.39,2024-04-20
14380,6e3355f4095ac32c8eece189d159b526,1934.04,2024-06-16
8048,558d9ff0d2801dea0716ac81aae229a1,1249.2,2024-05-11
2755,198b8ae96376e24189374f511084c431,3704.4,2024-06-28
1612,5760b8998d1ae327fd5893d5b99da614,7234.47,2024-06-05
2910,07584cb4aa66483e49e2b205887cf1b5,435.55,2024-04-28
5244,5dafec4f363657e1ac4902f18d0a8ca1,1246.64,2023-11-16
137,25c1b70b5ac4b392169deddbc9bbe82d,4591.62,2024-10-13
3475,882a48ac53b0060e5458d6c89df5e174,3675.96,2024-05-23
14630,882a48ac53b0060e5458d6c89df5e174,4249.05,2024-02-28
6872,acb182627532c8a1a31cd78be45ebf9e,4568.08,2024-04-02
1701,d7f641f1782618fdf7d6d11bc00d0d0e,363.61,2024-10-17
7731,f3393a8b81c8dae99cb36ee21d5f44cf,291.9,2024-09-29
1639,cacb3aa1c4d34a239e7465713423ba35,3428.19,2024-09-20
11355,cacb3aa1c4d34a239e7465713423ba35,1661.4,2024-03-07
3739,848beac072cd2d490d9773abfd37fadf,523.84,2024-04-29
12243,848beac072cd2d490d9773abfd37fadf,210.3,2023-12-28
7864,0dee930605366c9f8c9c7ac70322e70d,355.01,2023-11-12
10593,0dee930605366c9f8c9c7ac70322e70d,4334.04,2024-07-26
9054,28d9df76d5c387299d2e7c589ac50194,3584.48,2024-02-14
11278,28d9df76d5c387299d2e7c589ac50194,331.93,2024-05-17
14426,19525971f4508f37a27c61345c3198e2,1699.38,2024-03-27
8814,19525971f4508f37a27c61345c3198e2,5320.16,2024-05-10
957,07a5566cdb0e5254c07fe9b5293b18d6,6456.15,2023-12-26
10100,07a5566cdb0e5254c07fe9b5293b18d6,2199.88,2024-01-13
429,5abcc5cf6f557f86ae154a6f2c2b72d8,1001.62,2024-10-22
3702,2ae8824e7444f304bb67e472af2a0683,4591.74,2024-06-29
10151,2ae8824e7444f304bb67e472af2a0683,1478.1,2024-10-31
5457,c555cf913f24802bd7eddcfb891d17fa,8196.7,2024-08-05
6929,462a6bb44960aabe2269285ff0155a52,558.59,2024-07-26
12519,462a6bb44960aabe2269285ff0155a52,1111.14,2024-04-30
6,feccb8961b964efaf66fca44f8bc0389,4040.19,2024-05-02
5379,8814e23ae4f2872f873bdce059ce0e46,1907.36,2024-04-06
13707,8814e23ae4f2872f873bdce059ce0e46,787.46,2024-03-09
1045,f667d5266256e1a6c045c1c52ab61980,1439.85,2023-12-06
8681,127a0bc4c6c40c376a2a2de12a39fee0,7966.98,2024-04-12
14970,127a0bc4c6c40c376a2a2de12a39fee0,662.84,2024-03-13
2381,b582c3e4852b3e6a05d9847f2886d521,680.1,2024-10-29
10664,b582c3e4852b3e6a05d9847f2886d521,4508.84,2023-12-06
4120,c76b78e4afcad975b447b2f9c91f5e0a,1748.52,2024-06-13
8557,1bbe31654353645cf034bafff9a71989,1369.48,2024-01-24
6238,c599ebfbbadd60dfc1156e114245e020,2612.05,2024-05-27
2783,bd3a455278b003e90eaa71a840d8eca5,202.22,2024-07-21
3062,8b3eeb2313fb9abd0d75e0dc90c790f9,757.68,2024-10-30
10993,8b3eeb2313fb9abd0d75e0dc90c790f9,904.58,2024-04-19
7702,af822d52b17c98e03a1419c98face27f,2327.8,2024-05-07
6497,4e70d71dfddf09cc3ffd3528d54b4d1c,823.07,2024-08-16
1150,eb8262cf7fefd1be88349445a2a21f28,1401.8,2023-12-04
12721,eb8262cf7fefd1be88349445a2a21f28,173.13,2024-04-22
1246,2a3f35e0120f6a87e50357e8f1c22a28,8125.47,2024-05-15
14723,2a3f35e0120f6a87e50357e8f1c22a28,786.4,2023-11-17
365,8cfbbe81366690d5fcad9edb98ad7f8f,1968.44,2024-10-01
14176,8cfbbe81366690d5fcad9edb98ad7f8f,1670.58,2024-03-04
5203,618284ddfe226992cec1800794d3b3b1,7132.41,2024-08-19
1007,faa2628bc67f1ffa53efce594b9e670b,726.84,2024-07-29
13259,faa2628bc67f1ffa53efce594b9e670b,752.1,2024-01-15
4815,039311813fe2054016a7354d5a59c84b,4066.2,2024-03-20
4464,9fa70ae1fe504a07fb5ace186cf23445,1230.1,2024-06-21
362,00cd0ae89680414b7490a47aa29b6c11,8788.14,2024-04-30
13513,00cd0ae89680414b7490a47aa29b6c11,762.72,2023-11-25
5732,0f7d02dcc83022901a59e2681d7c66b3,2064.24,2023-11-06
3211,9e68515cfc5784810a3646be281f6a30,5627.8,2024-10-21
10373,9e68515cfc5784810a3646be281f6a30,2489.04,2023-11-18
4744,c3e24dbb6e5553e982c173b18c296113,1527.09,2024-08-05
10739,c3e24dbb6e5553e982c173b18c296113,2817.85,2024-03-31
369,03df1308fa31492a7b54cb66fc380c0f,1110.0,2024-04-15
590,1dfd22ec17f354800bbdc17b02bf52d0,1065.06,2024-03-13
14473,1dfd22ec17f354800bbdc17b02bf52d0,9046.6,2023-11-09
7968,cc662f18dc3aeadc77ce5d65de39e2b6,927.81,2024-07-17
12696,cc662f18dc3aeadc77ce5d65de39e2b6,5533.98,2024-07-27
1145,fd32dfa6144ef1692f88231a0ac67940,5403.04,2023-12-18
163,d2a5fc09b99c9e06b2262bd4aaa15d4a,281.22,2024-08-16
11670,d2a5fc09b99c9e06b2262bd4aaa15d4a,1945.94,2024-08-19
8148,c6121222bed0cbbd51bbd3553fca5c8b,2784.05,2024-01-10
748,87e9101e6c1be47394488566644b8693,960.34,2024-09-17
6116,15d48edf0f2164f0ceee1258fa898f10,6241.0,2024-07-11
2433,ddd01fdc22593a5e3ac9ab21071791b0,5218.32,2023-12-22
10231,ddd01fdc22593a5e3ac9ab21071791b0,1623.76,2024-09-29
559,77ddb1e82f466a4a5b3502f2f756fd30,3038.64,2024-04-19
1736,cd7866008e2aec9839f0664c7e71af8a,6676.24,2024-06-30
5334,e3d66e5139c2c802c3e13affa0c03fda,6565.38,2024-09-26
318,ae852e256e3491ca3b4acddc23f6ead1,7415.1,2024-04-29
9149,0ca583ad1cbf90b39d2aa7264af2f1e8,622.5,2024-07-13
4243,2994e7b188bcb49f00adf5d24c185daf,3736.2,2024-03-06
11859,2994e7b188bcb49f00adf5d24c185daf,354.2,2024-05-31
5504,a00d38552afb82294b7d51d77dca738c,2271.45,2024-06-03
3833,81a776f38dfc35381a149949a97587e9,524.82,2024-03-16
4839,12dd6f5fbfb7715858a6d87f932dc4c7,1134.64,2023-12-19
286,ef8d769b3ae206587cd26d019136170e,3673.17,2024-05-19
12246,ef8d769b3ae206587cd26d019136170e,1573.74,2023-11-14
3555,b01e6cb02b59d724d1484a18f6af68e0,3641.4,2024-03-04
13375,b01e6cb02b59d724d1484a18f6af68e0,545.64,2024-03-27
147,8f6d5cfbb10cad42515bfd57fda3eebc,878.7,2023-12-10
5235,a22749ad44e6198eb6ea471a4d5d229d,3183.7,2024-06-08
2277,8b6dca288bc7c32cfa093afa04d4e1d8,3526.36,2023-11-26
6844,cfc4efd859fec01e92f50e6f80664d07,2419.83,2024-08-28
14603,cfc4efd859fec01e92f50e6f80664d07,3744.05,2023-11-23
4777,56f27e51664aa57f1c3d16500e972c27,2837.87,2024-01-31
9048,40feddba2faee535dee9002539e8a82d,2383.8,2023-12-11
14315,40feddba2faee535dee9002539e8a82d,2424.6,2024-04-08
657,e6020b7cc6e5131b27ed3ef73f5e7f6e,4705.65,2023-12-26
14966,e6020b7cc6e5131b27ed3ef73f5e7f6e,2195.28,2024-02-03
1118,c7706a01918e8f589dbe3e372d951984,4932.7,2024-04-13
14328,c7706a01918e8f589dbe3e372d951984,7821.45,2023-12-15
4228,6694eaef5ba87090b29608e8c5cf3b73,1521.18,2024-04-14
10815,6694eaef5ba87090b29608e8c5cf3b73,4633.61,2024-07-18
583,faac59891408c9726f4caa92db972dec,757.82,2024-06-19
10667,faac59891408c9726f4caa92db972dec,8256.54,2024-11-01
6393,1a80313adb5cf8b4cce22c4e392b8641,2582.35,2024-02-21
11145,1a80313adb5cf8b4cce22c4e392b8641,6813.12,2024-07-14
7147,71995d51dbef71ee4844f58e16dcae46,2390.3,2024-01-27
7772,203c452a453406d8ccaf3504ff1ef80f,309.48,2024-06-24
12127,203c452a453406d8ccaf3504ff1ef80f,856.2,2024-07-31
2809,c1526d47e82d59438be9d6b517cf90eb,5902.74,2024-02-18
93,7502e667f34f19ea9b7e5924333f2fbc,820.26,2024-09-03
7099,d0e56ed80431a5f2663f2e14768f0e31,1203.12,2024-10-02
12649,d0e56ed80431a5f2663f2e14768f0e31,7952.58,2024-03-29
8432,f07360b65d0622ee11f5a238b10cbd79,317.72,2023-12-05
9376,7e8e9661e76f0e470f275634fa89be53,9581.3,2024-03-07
12580,7e8e9661e76f0e470f275634fa89be53,1494.72,2024-06-30
3315,13392ac8c70e183c7ab46ac962675ec0,2292.75,2024-05-18
12356,13392ac8c70e183c7ab46ac962675ec0,814.64,2024-03-06
6612,0e7d397c85b0085b1e5dcacbe73af420,516.4,2024-08-22
9308,6ea835de0ce7b9e87316222d2abc458c,1112.7,2024-06-17
2769,17e75087b26acb6ed223d86662be595e,746.24,2024-04-01
7870,87bc3d31ec3bde1a6551ddb0577d0547,6732.88,2024-03-11
12722,87bc3d31ec3bde1a6551ddb0577d0547,2823.48,2024-09-08
662,07e6f59b9a05479ae3d25b3010e2a2e9,1799.73,2024-08-27
11262,07e6f59b9a05479ae3d25b3010e2a2e9,901.47,2024-05-17
9787,1c5a64d57456cdaadb97cb9995bf9c72,2098.89,2024-07-19
6833,b18072fcbdda672cad914e3c37bbe8ea,733.84,2024-09-10
8887,6baf47156bc6e440a5d2fc74f303cd9e,663.74,2024-10-20
1500,3a8ba51fa0a919e9f665d2d02a4d5e5a,1988.46,2024-02-11
13243,3a8ba51fa0a919e9f665d2d02a4d5e5a,86.02,2024-10-09
8544,1cce17ecdc78305b0affc5c6003681f8,1057.05,2024-08-24
7476,4a089c8a210b93406e0e376c8dfbfb83,3181.3,2024-01-28
6712,80798063486f8b7a56f698f9ffec899b,4421.46,2024-11-03
4170,301b98e31f77611271d079dc796a32cd,3767.5,2023-12-12
1331,c4421e23e57821b2e32501cf08469b80,2588.68,2024-09-03
12739,c4421e23e57821b2e32501cf08469b80,755.76,2024-05-06
3389,1169e846ac6344c11d37c1139df2a45f,5133.84,2024-01-24
7269,63dc10cb81075a95dccba9512f072264,5923.57,2024-09-30
2597,b20e928cf924df78c26a4e1a815d1dfc,1592.24,2024-06-01
5890,df7fd6d3f55caf2cc18fadfe6eedbe95,1464.91,2024-04-27
