review_unique_id,unified_product_id,unified_customer_id,rating,review_text,review_date,source_store
d2ed45a52bc0edfa11c2064e9edee8bf,19901f8c6e6c4ff7085d7d9ed025292e,e7d2ab9b2024a6d578a848a8aac206eb,1,Nice design but functionality is lacking.,2023-12-23,old store
63dc7ed1010d3c3b8269faf0ba7491d4,e39da5e85fd09352e7c94dc16ea8b443,e39da5e85fd09352e7c94dc16ea8b443,1,Decent product but overpriced.,2024-07-12,old store
e96ed478dab8595a7dbda4cbcbee168f,a7a079adf6751b1159afcfee13ea4be2,e39da5e85fd09352e7c94dc16ea8b443,1,Decent product but overpriced.,2024-02-25,old store
cdc0d6e63aa8e41c89689f54970bb35f,cb177f616871e63cab5dc715f83f267a,4208c29249de975f3c03b6d06a89a8fc,1,"Easy to use, great features.",2024-06-28,old store
b73dfe25b4b8714c029b37a6ad3006fa,4208c29249de975f3c03b6d06a89a8fc,4208c29249de975f3c03b6d06a89a8fc,1,"Easy to use, great features.",2024-04-06,old store
02a32ad2669e6fe298e607fe7cc0e1a0,2b2d1e9cbad4905c17557f2bff019dfa,2b2d1e9cbad4905c17557f2bff019dfa,1,"Solid construction, feels durable.",2024-01-21,old store
fc3cf452d3da8402bebb765225ce8c0e,20ee5f6f2937a5521cb3b747844f7a25,2b2d1e9cbad4905c17557f2bff019dfa,1,"Solid construction, feels durable.",2023-11-24,old store
6faa8040da20ef399b63a72d0e4ab575,8882d51657d7e3f17431c4168503696a,8882d51657d7e3f17431c4168503696a,1,"Pretty good, room for improvement though.",2024-08-28,old store
fe73f687e5bc5280214e0486b273a5f9,a28e54373a0516906ac20bbb8ce80968,8882d51657d7e3f17431c4168503696a,1,"Pretty good, room for improvement though.",2024-11-02,old store
9232fe81225bcaef853ae32870a2b0fe,0d6e866679d8786f448320cfb79b5ff2,0d6e866679d8786f448320cfb79b5ff2,1,Some flaws but overall satisfactory.,2024-05-04,old store
6395ebd0f4b478145ecfbaf939454fa4,95bbbde1a5c3a0015be69c67566f691f,0d6e866679d8786f448320cfb79b5ff2,1,Some flaws but overall satisfactory.,2024-01-30,old store
a516a87cfcaef229b342c437fe2b95f7,996a108abfe5e9565be177106011f6e5,996a108abfe5e9565be177106011f6e5,1,Perfect addition to my setup.,2024-07-03,old store
c3c59e5f8b3e9753913f4d435b53c308,b50264addfe1f0c173c45ca851f29de8,996a108abfe5e9565be177106011f6e5,1,Perfect addition to my setup.,2024-05-23,old store
e8c0653fea13f91bf3c48159f7c24f78,f3abe1c0af1c2f70aae7d30aa478e96c,f3abe1c0af1c2f70aae7d30aa478e96c,1,"Not the best, but gets the job done.",2024-03-21,old store
ff4d5fbbafdf976cfdc032e3bde78de5,d1dfa27e6d0899c4ed760cb81831d683,f3abe1c0af1c2f70aae7d30aa478e96c,1,"Not the best, but gets the job done.",2024-04-18,old store
52720e003547c70561bf5e03b95aa99f,6d104d823952f53ced4d489a237480c2,6d104d823952f53ced4d489a237480c2,1,Mixed feelings about this one.,2024-04-28,old store
c3e878e27f52e2a57ace4d9a76fd9acf,7805759d3e2bfd72c7a9e258b2074618,6d104d823952f53ced4d489a237480c2,1,Mixed feelings about this one.,2024-04-18,old store
ccb1d45fb76f7c5a0bf619f979c6cf36,0e2d1e980e8fbb03ffad13e353b1af3b,3fdc8b382d87970009c3a1a2e225673e,1,Love the design and functionality.,2024-06-07,old store
01f78be6f7cad02658508fe4616098a9,3fdc8b382d87970009c3a1a2e225673e,3fdc8b382d87970009c3a1a2e225673e,1,Love the design and functionality.,2024-08-14,old store
45c48cce2e2d7fbdea1afc51c7c6ad26,fbf083d5e4df71882db1f6cbfcbf5962,9cf73a7eeec4849788966355ae28b872,1,Definitely recommend to others.,2023-12-13,old store
d3d9446802a44259755d38e6d163e820,9cf73a7eeec4849788966355ae28b872,9cf73a7eeec4849788966355ae28b872,1,Definitely recommend to others.,2024-11-04,old store
2ba596643cbbbc20318224181fa46b28,8d030a872d4851b2af2e1cb637463845,30683208c9d2d15cec44143a2a54da8e,1,Basic functionality but reliable.,2023-11-23,old store
d240e3d38a8882ecad8633c8f9c78c9b,30683208c9d2d15cec44143a2a54da8e,30683208c9d2d15cec44143a2a54da8e,1,Basic functionality but reliable.,2024-04-27,old store
e56954b4f6347e897f954495eab16a88,87bc3646e16ecd2b9628e6bda9b62646,87bc3646e16ecd2b9628e6bda9b62646,1,Amazing value for the features.,2023-12-31,old store
f7664060cc52bc6f3d620bcedc94a4b6,99cf79ea3f0bb6975a8053691d5e8551,87bc3646e16ecd2b9628e6bda9b62646,1,Amazing value for the features.,2024-05-23,old store
0d0871f0806eae32d30983b62252da50,5af38c7aab7a96ba1a5d4b74ab7513c3,5af38c7aab7a96ba1a5d4b74ab7513c3,1,Good quality but instructions unclear.,2024-02-26,old store
1cc3633c579a90cfdd895e64021e2163,e2f96ff5b571633a479a81ad78e8dfdb,5af38c7aab7a96ba1a5d4b74ab7513c3,1,Good quality but instructions unclear.,2024-01-08,old store
31839b036f63806cba3f47b93af8ccb5,60453aa5474fddd5d947d0637893a75e,60453aa5474fddd5d947d0637893a75e,1,Would definitely buy again!,2024-04-11,old store
f0adc8838f4bdedde4ec2cfad0515589,ff2798ea56205fb59ea9f043d870fbc5,60453aa5474fddd5d947d0637893a75e,1,Would definitely buy again!,2024-01-21,old store
57aeee35c98205091e18d1140e9f38cf,942714a0e77b6d95082d5ec5482ecb75,96be8015fe7e8fae93d0fb1986bbc878,1,"Not what I expected, but still decent.",2024-03-12,old store
57aeee35c98205091e18d1140e9f38cf,ad59f1a468fb6678e11d9977ce0b214d,96be8015fe7e8fae93d0fb1986bbc878,1,"Not what I expected, but still decent.",2024-03-12,old store
6da9003b743b65f4c0ccd295cc484e57,96be8015fe7e8fae93d0fb1986bbc878,96be8015fe7e8fae93d0fb1986bbc878,1,"Not what I expected, but still decent.",2024-04-23,old store
15d4e891d784977cacbfcbb00c48f133,de6d66e859e605be6446d98d7a654e4b,9876f9e5e53154452bfa2b58ed7726ff,1,"Excellent quality, would buy again.",2024-10-21,old store
15d4e891d784977cacbfcbb00c48f133,095e3b8f2459d3a1644a68e363f32f84,9876f9e5e53154452bfa2b58ed7726ff,1,"Excellent quality, would buy again.",2024-10-21,old store
c203d8a151612acf12457e4d67635a95,9876f9e5e53154452bfa2b58ed7726ff,9876f9e5e53154452bfa2b58ed7726ff,1,"Excellent quality, would buy again.",2024-11-16,old store
d34ab169b70c9dcd35e62896010cd9ff,81564cd29106e94f2ef650a5e9621393,81564cd29106e94f2ef650a5e9621393,1,The product arrived late but works well.,2024-04-13,old store
8bf1211fd4b7b94528899de0a43b9fb3,e326bde9b8f77e62667a934156911bfa,81564cd29106e94f2ef650a5e9621393,1,The product arrived late but works well.,2023-11-24,old store
8bf1211fd4b7b94528899de0a43b9fb3,e2836ecf678f42836732b177e2930d5d,81564cd29106e94f2ef650a5e9621393,1,The product arrived late but works well.,2023-11-24,old store
25b2822c2f5a3230abfadd476e8b04c9,e1e252818c845f3e65dd1ece2bd53e48,e1e252818c845f3e65dd1ece2bd53e48,1,Good value for the price.,2024-09-27,old store
6ecbdd6ec859d284dc13885a37ce8d81,f3651389a9847734ecd7c3affa58ccef,e1e252818c845f3e65dd1ece2bd53e48,1,Good value for the price.,2024-01-10,old store
6ecbdd6ec859d284dc13885a37ce8d81,8fdc8c765f310aa59ca3116748cc930f,e1e252818c845f3e65dd1ece2bd53e48,1,Good value for the price.,2024-01-10,old store
043c3d7e489c69b48737cc0c92d0f3a2,ee5a126a797d5fe2176d311e5050d982,a5b0a3772ab475f3f01394f3069ae75a,1,"The item broke after a week, not happy.",2024-04-25,old store
043c3d7e489c69b48737cc0c92d0f3a2,b426094d42bc80eb6c2de1874f99fc8a,a5b0a3772ab475f3f01394f3069ae75a,1,"The item broke after a week, not happy.",2024-04-25,old store
4daa3db355ef2b0e64b472968cb70f0d,a5b0a3772ab475f3f01394f3069ae75a,a5b0a3772ab475f3f01394f3069ae75a,1,"The item broke after a week, not happy.",2024-05-16,old store
060ad92489947d410d897474079c1477,e7d2ab9b2024a6d578a848a8aac206eb,19901f8c6e6c4ff7085d7d9ed025292e,1,Nice design but functionality is lacking.,2024-01-17,old store
bcbe3365e6ac95ea2c0343a2395834dd,19901f8c6e6c4ff7085d7d9ed025292e,19901f8c6e6c4ff7085d7d9ed025292e,1,Nice design but functionality is lacking.,2023-12-06,old store
02e74f10e0327ad868d138f2b4fdd6f0,e39da5e85fd09352e7c94dc16ea8b443,a7a079adf6751b1159afcfee13ea4be2,1,Decent product but overpriced.,2023-12-20,old store
33e75ff09dd601bbe69f351039152189,a7a079adf6751b1159afcfee13ea4be2,a7a079adf6751b1159afcfee13ea4be2,1,Decent product but overpriced.,2023-12-11,old store
d86ea612dec96096c5e0fcc8dd42ab6d,cb177f616871e63cab5dc715f83f267a,cb177f616871e63cab5dc715f83f267a,1,"Easy to use, great features.",2024-02-17,old store
9cf81d8026a9018052c429cc4e56739b,4208c29249de975f3c03b6d06a89a8fc,cb177f616871e63cab5dc715f83f267a,1,"Easy to use, great features.",2024-06-18,old store
2a79ea27c279e471f4d180b08d62b00a,2b2d1e9cbad4905c17557f2bff019dfa,20ee5f6f2937a5521cb3b747844f7a25,1,"Solid construction, feels durable.",2024-06-24,old store
1c9ac0159c94d8d0cbedc973445af2da,20ee5f6f2937a5521cb3b747844f7a25,20ee5f6f2937a5521cb3b747844f7a25,1,"Solid construction, feels durable.",2024-05-21,old store
df877f3865752637daa540ea9cbc474f,8882d51657d7e3f17431c4168503696a,a28e54373a0516906ac20bbb8ce80968,1,"Pretty good, room for improvement though.",2024-06-01,old store
c399862d3b9d6b76c8436e924a68c45b,a28e54373a0516906ac20bbb8ce80968,a28e54373a0516906ac20bbb8ce80968,1,"Pretty good, room for improvement though.",2024-07-01,old store
c75b6f114c23a4d7ea11331e7c00e73c,0d6e866679d8786f448320cfb79b5ff2,95bbbde1a5c3a0015be69c67566f691f,1,Some flaws but overall satisfactory.,2024-06-07,old store
8d34201a5b85900908db6cae92723617,95bbbde1a5c3a0015be69c67566f691f,95bbbde1a5c3a0015be69c67566f691f,1,Some flaws but overall satisfactory.,2024-11-09,old store
812b4ba287f5ee0bc9d43bbf5bbe87fb,996a108abfe5e9565be177106011f6e5,b50264addfe1f0c173c45ca851f29de8,1,Perfect addition to my setup.,2024-09-07,old store
26657d5ff9020d2abefe558796b99584,b50264addfe1f0c173c45ca851f29de8,b50264addfe1f0c173c45ca851f29de8,1,Perfect addition to my setup.,2024-03-16,old store
eda80a3d5b344bc40f3bc04f65b7a357,f3abe1c0af1c2f70aae7d30aa478e96c,d1dfa27e6d0899c4ed760cb81831d683,1,"Not the best, but gets the job done.",2024-07-23,old store
8f121ce07d74717e0b1f21d122e04521,d1dfa27e6d0899c4ed760cb81831d683,d1dfa27e6d0899c4ed760cb81831d683,1,"Not the best, but gets the job done.",2024-07-02,old store
53e3a7161e428b65688f14b84d61c610,6d104d823952f53ced4d489a237480c2,7805759d3e2bfd72c7a9e258b2074618,1,Mixed feelings about this one.,2024-09-11,old store
5487315b1286f907165907aa8fc96619,7805759d3e2bfd72c7a9e258b2074618,7805759d3e2bfd72c7a9e258b2074618,1,Mixed feelings about this one.,2024-01-17,old store
9be40cee5b0eee1462c82c6964087ff9,0e2d1e980e8fbb03ffad13e353b1af3b,0e2d1e980e8fbb03ffad13e353b1af3b,1,Love the design and functionality.,2023-12-24,old store
5ef698cd9fe650923ea331c15af3b160,3fdc8b382d87970009c3a1a2e225673e,0e2d1e980e8fbb03ffad13e353b1af3b,1,Love the design and functionality.,2024-09-15,old store
6c340f25839e6acdc73414517203f5f0,fbf083d5e4df71882db1f6cbfcbf5962,fbf083d5e4df71882db1f6cbfcbf5962,1,Definitely recommend to others.,2024-05-24,old store
2290a7385ed77cc5592dc2153229f082,9cf73a7eeec4849788966355ae28b872,fbf083d5e4df71882db1f6cbfcbf5962,1,Definitely recommend to others.,2024-07-06,old store
71a3cb155f8dc89bf3d0365288219936,8d030a872d4851b2af2e1cb637463845,8d030a872d4851b2af2e1cb637463845,1,Basic functionality but reliable.,2024-08-11,old store
9fe8593a8a330607d76796b35c64c600,30683208c9d2d15cec44143a2a54da8e,8d030a872d4851b2af2e1cb637463845,1,Basic functionality but reliable.,2024-11-12,old store
eddb904a6db773755d2857aacadb1cb0,87bc3646e16ecd2b9628e6bda9b62646,99cf79ea3f0bb6975a8053691d5e8551,1,Amazing value for the features.,2024-09-02,old store
6d70cb65d15211726dcce4c0e971e21c,99cf79ea3f0bb6975a8053691d5e8551,99cf79ea3f0bb6975a8053691d5e8551,1,Amazing value for the features.,2024-06-02,old store
e0c641195b27425bb056ac56f8953d24,5af38c7aab7a96ba1a5d4b74ab7513c3,e2f96ff5b571633a479a81ad78e8dfdb,1,Good quality but instructions unclear.,2024-02-04,old store
f85454e8279be180185cac7d243c5eb3,e2f96ff5b571633a479a81ad78e8dfdb,e2f96ff5b571633a479a81ad78e8dfdb,1,Good quality but instructions unclear.,2024-05-21,old store
847cc55b7032108eee6dd897f3bca8a5,60453aa5474fddd5d947d0637893a75e,ff2798ea56205fb59ea9f043d870fbc5,1,Would definitely buy again!,2024-10-16,old store
a67f096809415ca1c9f112d96d27689b,ff2798ea56205fb59ea9f043d870fbc5,ff2798ea56205fb59ea9f043d870fbc5,1,Would definitely buy again!,2024-08-27,old store
4b0a59ddf11c58e7446c9df0da541a84,942714a0e77b6d95082d5ec5482ecb75,98e8a062e71e48c4776a7976ea6c42a4,1,"Not what I expected, but still decent.",2024-02-22,old store
4b0a59ddf11c58e7446c9df0da541a84,ad59f1a468fb6678e11d9977ce0b214d,98e8a062e71e48c4776a7976ea6c42a4,1,"Not what I expected, but still decent.",2024-02-22,old store
67d16d00201083a2b118dd5128dd6f59,96be8015fe7e8fae93d0fb1986bbc878,98e8a062e71e48c4776a7976ea6c42a4,1,"Not what I expected, but still decent.",2023-12-23,old store
b83aac23b9528732c23cc7352950e880,de6d66e859e605be6446d98d7a654e4b,9ee6a21dbe92adfe2e1613d35d53ee45,1,"Excellent quality, would buy again.",2024-09-14,old store
b83aac23b9528732c23cc7352950e880,095e3b8f2459d3a1644a68e363f32f84,9ee6a21dbe92adfe2e1613d35d53ee45,1,"Excellent quality, would buy again.",2024-09-14,old store
cd00692c3bfe59267d5ecfac5310286c,9876f9e5e53154452bfa2b58ed7726ff,9ee6a21dbe92adfe2e1613d35d53ee45,1,"Excellent quality, would buy again.",2024-11-15,old store
3ad7c2ebb96fcba7cda0cf54a2e802f5,81564cd29106e94f2ef650a5e9621393,37a6aca30b3b31acef7a8e1c5763b2fc,1,The product arrived late but works well.,2023-12-05,old store
b3967a0e938dc2a6340e258630febd5a,e326bde9b8f77e62667a934156911bfa,37a6aca30b3b31acef7a8e1c5763b2fc,1,The product arrived late but works well.,2024-10-03,old store
b3967a0e938dc2a6340e258630febd5a,e2836ecf678f42836732b177e2930d5d,37a6aca30b3b31acef7a8e1c5763b2fc,1,The product arrived late but works well.,2024-10-03,old store
470e7a4f017a5476afb7eeb3f8b96f9b,e1e252818c845f3e65dd1ece2bd53e48,47c01624ea7d2815f8f89cd61e780126,1,Good value for the price.,2023-12-10,old store
bf62768ca46b6c3b5bea9515d1a1fc45,f3651389a9847734ecd7c3affa58ccef,47c01624ea7d2815f8f89cd61e780126,1,Good value for the price.,2024-07-19,old store
bf62768ca46b6c3b5bea9515d1a1fc45,8fdc8c765f310aa59ca3116748cc930f,47c01624ea7d2815f8f89cd61e780126,1,Good value for the price.,2024-07-19,old store
cbcb58ac2e496207586df2854b17995f,ee5a126a797d5fe2176d311e5050d982,23ae461e6af5050ab2bea17b698b870a,1,"The item broke after a week, not happy.",2024-02-16,old store
cbcb58ac2e496207586df2854b17995f,b426094d42bc80eb6c2de1874f99fc8a,23ae461e6af5050ab2bea17b698b870a,1,"The item broke after a week, not happy.",2024-02-16,old store
db85e2590b6109813dafa101ceb2faeb,a5b0a3772ab475f3f01394f3069ae75a,23ae461e6af5050ab2bea17b698b870a,1,"The item broke after a week, not happy.",2024-08-22,old store
07871915a8107172b3b5dc15a6574ad3,e7d2ab9b2024a6d578a848a8aac206eb,f2b82c55678961dd165ddd069552dbd5,1,Nice design but functionality is lacking.,2024-08-04,old store
024d7f84fff11dd7e8d9c510137a2381,19901f8c6e6c4ff7085d7d9ed025292e,f2b82c55678961dd165ddd069552dbd5,1,Nice design but functionality is lacking.,2024-02-16,old store
821fa74b50ba3f7cba1e6c53e8fa6845,e39da5e85fd09352e7c94dc16ea8b443,cfb1f1a8d4cad7cf717a76984b190cab,1,Decent product but overpriced.,2024-08-19,old store
250cf8b51c773f3f8dc8b4be867a9a02,a7a079adf6751b1159afcfee13ea4be2,cfb1f1a8d4cad7cf717a76984b190cab,1,Decent product but overpriced.,2024-05-08,old store
68b1fbe7f16e4ae3024973f12f3cb313,cb177f616871e63cab5dc715f83f267a,a5e2723d1fa8cd3f8f4aeb7035323ed2,1,"Easy to use, great features.",2024-01-17,old store
41bfd20a38bb1b0bec75acf0845530a7,4208c29249de975f3c03b6d06a89a8fc,a5e2723d1fa8cd3f8f4aeb7035323ed2,1,"Easy to use, great features.",2024-05-03,old store
4c56ff4ce4aaf9573aa5dff913df997a,2b2d1e9cbad4905c17557f2bff019dfa,763a7c865553d217b19026c9e0e48554,1,"Solid construction, feels durable.",2024-08-24,old store
a0a080f42e6f13b3a2df133f073095dd,20ee5f6f2937a5521cb3b747844f7a25,763a7c865553d217b19026c9e0e48554,1,"Solid construction, feels durable.",2023-12-16,old store
e744f91c29ec99f0e662c9177946c627,8882d51657d7e3f17431c4168503696a,3d81f9d2191bc321a0b237d048552b75,1,"Pretty good, room for improvement though.",2024-10-16,old store
89fcd07f20b6785b92134bd6c1d0fa42,a28e54373a0516906ac20bbb8ce80968,3d81f9d2191bc321a0b237d048552b75,1,"Pretty good, room for improvement though.",2024-01-16,old store
6f2268bd1d3d3ebaabb04d6b5d099425,0d6e866679d8786f448320cfb79b5ff2,8d8d1b3d0e11f1f551a620e1bc69ae26,1,Some flaws but overall satisfactory.,2024-10-11,old store
872488f88d1b2db54d55bc8bba2fad1b,95bbbde1a5c3a0015be69c67566f691f,8d8d1b3d0e11f1f551a620e1bc69ae26,1,Some flaws but overall satisfactory.,2024-07-12,old store
979d472a84804b9f647bc185a877a8b5,996a108abfe5e9565be177106011f6e5,3017f93993a69e373d6af045fb13b5bc,1,Perfect addition to my setup.,2024-03-08,old store
ca46c1b9512a7a8315fa3c5a946e8265,b50264addfe1f0c173c45ca851f29de8,3017f93993a69e373d6af045fb13b5bc,1,Perfect addition to my setup.,2024-06-26,old store
e2ef524fbf3d9fe611d5a8e90fefdc9c,f3abe1c0af1c2f70aae7d30aa478e96c,1095bc14f274adc15da211698d7a7d68,1,"Not the best, but gets the job done.",2024-10-04,old store
ed3d2c21991e3bef5e069713af9fa6ca,d1dfa27e6d0899c4ed760cb81831d683,1095bc14f274adc15da211698d7a7d68,1,"Not the best, but gets the job done.",2024-03-12,old store
218a0aefd1d1a4be65601cc6ddc1520e,6d104d823952f53ced4d489a237480c2,09e72e5573792ad6d593e8aee7b730c2,1,Mixed feelings about this one.,2024-01-05,old store
7d04bbbe5494ae9d2f5a76aa1c00fa2f,7805759d3e2bfd72c7a9e258b2074618,09e72e5573792ad6d593e8aee7b730c2,1,Mixed feelings about this one.,2024-01-08,old store
3a066bda8c96b9478bb0512f0a43028c,0e2d1e980e8fbb03ffad13e353b1af3b,d389d1404432665b9fb0a2bc3dbcae76,1,Love the design and functionality.,2024-03-10,old store
be3159ad04564bfb90db9e32851ebf9c,3fdc8b382d87970009c3a1a2e225673e,d389d1404432665b9fb0a2bc3dbcae76,1,Love the design and functionality.,2024-02-23,old store
67c6a1e7ce56d3d6fa748ab6d9af3fd7,fbf083d5e4df71882db1f6cbfcbf5962,fdd329df6455f69524e6c36dbfaef249,1,Definitely recommend to others.,2024-09-08,old store
642e92efb79421734881b53e1e1b18b6,9cf73a7eeec4849788966355ae28b872,fdd329df6455f69524e6c36dbfaef249,1,Definitely recommend to others.,2024-10-01,old store
dc912a253d1e9ba40e2c597ed2376640,8d030a872d4851b2af2e1cb637463845,67aefccc3adbc8ee32ad806856243070,1,Basic functionality but reliable.,2024-08-03,old store
39461a19e9eddfb385ea76b26521ea48,30683208c9d2d15cec44143a2a54da8e,67aefccc3adbc8ee32ad806856243070,1,Basic functionality but reliable.,2024-03-29,old store
55743cc0393b1cb4b8b37d09ae48d097,87bc3646e16ecd2b9628e6bda9b62646,8110d71d8aabafa2141bba0e0699e0e4,1,Amazing value for the features.,2024-08-29,old store
30ef30b64204a3088a26bc2e6ecf7602,99cf79ea3f0bb6975a8053691d5e8551,8110d71d8aabafa2141bba0e0699e0e4,1,Amazing value for the features.,2024-11-11,old store
cb70ab375662576bd1ac5aaf16b3fca4,5af38c7aab7a96ba1a5d4b74ab7513c3,7f57656cce2fed6861854820eee80c87,1,Good quality but instructions unclear.,2024-10-12,old store
9188905e74c28e489b44e954ec0b9bca,e2f96ff5b571633a479a81ad78e8dfdb,7f57656cce2fed6861854820eee80c87,1,Good quality but instructions unclear.,2024-02-07,old store
d1f491a404d6854880943e5c3cd9ca25,60453aa5474fddd5d947d0637893a75e,01454cdfabb7ebdd30cbf2f960bee46e,1,Would definitely buy again!,2024-02-18,old store
9b8619251a19057cff70779273e95aa6,ff2798ea56205fb59ea9f043d870fbc5,01454cdfabb7ebdd30cbf2f960bee46e,1,Would definitely buy again!,2024-07-03,old store
fccb60fb512d13df5083790d64c4d5dd,942714a0e77b6d95082d5ec5482ecb75,e4a16b840db8f4715f0d79b579692745,1,"Not what I expected, but still decent.",2024-02-22,old store
fccb60fb512d13df5083790d64c4d5dd,ad59f1a468fb6678e11d9977ce0b214d,e4a16b840db8f4715f0d79b579692745,1,"Not what I expected, but still decent.",2024-02-22,old store
1651cf0d2f737d7adeab84d339dbabd3,96be8015fe7e8fae93d0fb1986bbc878,e4a16b840db8f4715f0d79b579692745,1,"Not what I expected, but still decent.",2024-08-01,old store
ddb30680a691d157187ee1cf9e896d03,de6d66e859e605be6446d98d7a654e4b,1a768dd29da2107b724be72cb0d4658e,1,"Excellent quality, would buy again.",2024-08-18,old store
ddb30680a691d157187ee1cf9e896d03,095e3b8f2459d3a1644a68e363f32f84,1a768dd29da2107b724be72cb0d4658e,1,"Excellent quality, would buy again.",2024-08-18,old store
2421fcb1263b9530df88f7f002e78ea5,9876f9e5e53154452bfa2b58ed7726ff,1a768dd29da2107b724be72cb0d4658e,1,"Excellent quality, would buy again.",2024-08-07,old store
92977ae4d2ba21425a59afb269c2a14e,81564cd29106e94f2ef650a5e9621393,5c508caf367eec0dba818ce9330dd749,1,The product arrived late but works well.,2023-12-28,old store
9c01802ddb981e6bcfbec0f0516b8e35,e326bde9b8f77e62667a934156911bfa,5c508caf367eec0dba818ce9330dd749,1,The product arrived late but works well.,2024-06-16,old store
9c01802ddb981e6bcfbec0f0516b8e35,e2836ecf678f42836732b177e2930d5d,5c508caf367eec0dba818ce9330dd749,1,The product arrived late but works well.,2024-06-16,old store
3df1d4b96d8976ff5986393e8767f5b2,e1e252818c845f3e65dd1ece2bd53e48,1559ba8ace9ae14a70ff82302b572b65,1,Good value for the price.,2024-04-06,old store
8d6dc35e506fc23349dd10ee68dabb64,f3651389a9847734ecd7c3affa58ccef,1559ba8ace9ae14a70ff82302b572b65,1,Good value for the price.,2024-01-19,old store
8d6dc35e506fc23349dd10ee68dabb64,8fdc8c765f310aa59ca3116748cc930f,1559ba8ace9ae14a70ff82302b572b65,1,Good value for the price.,2024-01-19,old store
941e1aaaba585b952b62c14a3a175a61,ee5a126a797d5fe2176d311e5050d982,622de2f4d5921b6ca217f4e528ecd4c5,1,"The item broke after a week, not happy.",2024-06-22,old store
941e1aaaba585b952b62c14a3a175a61,b426094d42bc80eb6c2de1874f99fc8a,622de2f4d5921b6ca217f4e528ecd4c5,1,"The item broke after a week, not happy.",2024-06-22,old store
9431c87f273e507e6040fcb07dcb4509,a5b0a3772ab475f3f01394f3069ae75a,622de2f4d5921b6ca217f4e528ecd4c5,1,"The item broke after a week, not happy.",2024-04-08,old store
9461cce28ebe3e76fb4b931c35a169b0,e7d2ab9b2024a6d578a848a8aac206eb,8ac966d23b6dc60c57da2488fab747f7,1,Nice design but functionality is lacking.,2023-12-11,old store
f770b62bc8f42a0b66751fe636fc6eb0,19901f8c6e6c4ff7085d7d9ed025292e,8ac966d23b6dc60c57da2488fab747f7,1,Nice design but functionality is lacking.,2024-02-06,old store
b7ee6f5f9aa5cd17ca1aea43ce848496,e39da5e85fd09352e7c94dc16ea8b443,cb84ce419c01f8be0c1a77e32380a6c4,1,Decent product but overpriced.,2024-07-30,old store
